,Month,Year,P,Tmean,RH
115,7,1959,3.73,21.15,42.81
116,8,1959,10.13,19.64,43.16
117,9,1959,7.38,13.98,49.92
118,10,1959,20.11,8.55,60.34
119,11,1959,24.43,5.83,71.69
120,12,1959,34.03,4.66,74.18
121,1,1960,25.69,3.08,72.50
122,2,1960,34.41,2.09,71.46
123,3,1960,48.81,4.62,73.32
124,4,1960,56.02,9.97,68.94
125,5,1960,31.34,16.06,55.87
126,6,1960,35.06,17.65,54.46
127,7,1960,6.91,21.85,46.46
128,8,1960,2.93,19.62,48.09
129,9,1960,9.02,16.71,52.35
130,10,1960,9.24,12.88,52.60
131,11,1960,23.56,8.80,71.46
132,12,1960,20.58,4.64,73.91
133,1,1961,22.88,0.28,75.98
134,2,1961,56.68,0.99,76.92
135,3,1961,29.91,3.41,63.74
136,4,1961,11.09,11.72,57.27
137,5,1961,20.42,16.74,50.82
138,6,1961,22.76,19.59,54.02
139,7,1961,2.15,21.95,46.66
140,8,1961,1.18,21.26,45.93
141,9,1961,10.85,13.96,55.01
142,10,1961,16.13,11.21,58.98
143,11,1961,12.62,7.55,66.30
144,12,1961,66.28,4.43,76.49
145,1,1962,16.20,1.27,78.85
146,2,1962,34.12,1.71,78.91
147,3,1962,15.55,8.77,60.23
148,4,1962,20.40,10.27,61.23
149,5,1962,31.96,15.55,54.03
150,6,1962,5.15,20.34,40.78
151,7,1962,0.00,23.56,37.90
152,8,1962,0.00,23.52,34.60
153,9,1962,10.39,17.69,43.72
154,10,1962,38.88,12.74,70.37
155,11,1962,4.70,9.77,69.01
156,12,1962,54.07,5.12,77.66
157,1,1963,46.87,3.66,75.71
158,2,1963,39.24,5.12,75.06
159,3,1963,28.61,3.15,69.82
160,4,1963,48.45,9.78,69.53
161,5,1963,58.10,13.66,72.79
162,6,1963,31.90,19.10,60.60
163,7,1963,6.90,22.20,48.40
164,8,1963,0.00,22.20,42.10
165,9,1963,26.60,17.70,56.00
166,10,1963,5.70,13.20,65.90
167,11,1963,16.40,5.80,73.60
168,12,1963,10.60,1.80,76.40
169,1,1964,14.00,-8.90,76.70
170,2,1964,42.60,0.20,85.20
171,3,1964,57.10,6.60,79.60
172,4,1964,3.10,8.80,62.40
173,5,1964,86.10,14.20,66.20
174,6,1964,33.30,18.90,62.90
175,7,1964,0.00,22.80,49.90
176,8,1964,0.00,20.60,41.20
177,9,1964,4.50,15.20,46.50
178,10,1964,0.00,11.30,45.00
179,11,1964,36.60,5.10,64.90
180,12,1964,47.20,2.70,76.30
181,1,1965,21.90,0.20,77.50
182,2,1965,39.40,1.20,75.40
183,3,1965,27.20,6.60,66.00
184,4,1965,20.00,10.80,58.20
185,5,1965,17.60,15.20,50.80
186,6,1965,8.00,20.70,42.30
187,7,1965,0.00,22.40,38.20
188,8,1965,0.00,22.60,39.20
189,9,1965,0.00,17.60,35.00
190,10,1965,13.20,7.50,57.80
191,11,1965,27.20,5.10,66.20
192,12,1965,68.10,3.50,76.90
193,1,1966,61.10,3.40,76.90
194,2,1966,27.80,4.20,71.10
195,3,1966,31.80,5.80,64.20
196,4,1966,29.10,11.30,58.70
197,5,1966,57.50,14.60,52.20
198,6,1966,2.60,19.70,42.50
199,7,1966,2.70,23.30,36.40
200,8,1966,1.60,23.70,36.00
201,9,1966,6.90,16.70,47.30
202,10,1966,0.00,13.20,50.50
203,11,1966,32.50,9.70,68.80
204,12,1966,59.10,3.30,79.10
205,1,1967,16.80,-1.00,78.80
206,2,1967,15.50,-2.60,79.10
207,3,1967,34.90,2.80,76.30
208,4,1967,28.00,9.20,65.80
209,5,1967,59.40,14.50,64.40
210,6,1967,2.00,18.30,51.60
211,7,1967,0.00,21.50,46.10
212,8,1967,0.00,21.60,51.10
213,9,1967,15.00,16.80,53.40
214,10,1967,27.20,11.60,63.90
215,11,1967,42.30,4.60,74.50
216,12,1967,16.50,3.30,79.30
217,1,1968,31.10,-1.30,80.20
218,2,1968,33.30,0.40,81.10
219,3,1968,24.60,4.10,73.70
220,4,1968,9.00,12.60,59.50
221,5,1968,41.30,16.90,60.80
222,6,1968,22.40,18.90,57.50
223,7,1968,0.00,23.10,50.70
224,8,1968,0.60,21.00,49.30
225,9,1968,22.40,17.40,52.70
226,10,1968,3.90,12.00,57.50
227,11,1968,58.20,7.10,72.00
228,12,1968,62.60,4.30,81.40
229,1,1969,41.20,0.50,84.10
230,2,1969,31.20,2.60,80.00
231,3,1969,35.60,7.10,74.80
232,4,1969,35.40,7.60,71.80
233,5,1969,69.90,15.90,69.20
234,6,1969,10.60,21.10,55.90
235,7,1969,1.10,21.10,50.40
236,8,1969,2.30,22.70,48.80
237,9,1969,8.90,18.60,56.30
238,10,1969,7.00,11.90,64.70
239,11,1969,32.20,5.00,71.50
240,12,1969,57.30,5.10,78.40
241,1,1970,28.60,4.20,81.30
242,2,1970,21.70,5.00,70.80
243,3,1970,46.60,7.30,65.80
244,4,1970,2.10,12.50,58.60
245,5,1970,17.30,14.80,54.30
246,6,1970,17.20,19.80,48.40
247,7,1970,1.00,23.60,45.60
248,8,1970,1.30,20.80,50.50
249,9,1970,5.20,16.30,53.80
250,10,1970,22.60,10.10,71.60
251,11,1970,21.90,6.80,77.40
252,12,1970,38.80,-1.20,86.60
253,1,1971,38.00,2.70,79.00
254,2,1971,17.00,1.80,75.90
255,3,1971,27.10,5.80,68.30
256,4,1971,56.70,8.80,74.20
257,5,1971,27.80,15.20,63.40
258,6,1971,15.70,18.60,56.70
259,7,1971,0.00,22.80,52.50
260,8,1971,1.20,21.20,53.30
261,9,1971,0.00,18.00,54.40
262,10,1971,16.30,8.60,66.10
263,11,1971,22.10,5.80,69.40
264,12,1971,30.80,-0.20,78.60
265,1,1972,15.60,-7.20,82.60
266,2,1972,52.80,-4.70,81.40
267,3,1972,15.00,4.70,66.80
268,4,1972,36.20,12.50,60.00
269,5,1972,33.60,15.00,60.60
270,6,1972,50.10,19.10,59.30
271,7,1972,5.50,23.40,49.10
272,8,1972,0.30,22.40,52.50
273,9,1972,10.40,18.90,51.30
274,10,1972,37.40,11.80,66.20
275,11,1972,11.50,3.70,71.90
276,12,1972,4.10,-4.00,72.10
277,1,1973,9.20,-3.60,78.50
278,2,1973,25.80,3.70,66.60
279,3,1973,27.70,3.90,68.80
280,4,1973,35.80,9.70,67.50
281,5,1973,77.40,15.30,61.40
282,6,1973,39.10,18.10,58.00
283,7,1973,0.40,22.50,50.70
284,8,1973,0.00,21.00,59.70
285,9,1973,0.00,18.20,63.50
286,10,1973,1.70,11.80,60.10
287,11,1973,6.80,2.60,66.00
288,12,1973,17.10,1.50,80.20
289,1,1974,13.20,-3.80,79.80
290,2,1974,30.20,2.60,73.20
291,3,1974,32.90,7.80,69.30
292,4,1974,23.00,9.60,61.60
293,5,1974,21.90,15.50,55.90
294,6,1974,24.10,21.00,44.40
295,7,1974,0.00,21.80,43.40
296,8,1974,1.00,21.10,45.50
297,9,1974,8.50,14.80,45.40
298,10,1974,30.50,14.80,54.50
299,11,1974,8.50,6.20,72.90
300,12,1974,59.00,-0.70,84.80
301,1,1975,13.60,-1.40,82.70
302,2,1975,37.00,-1.20,83.10
303,3,1975,19.60,6.20,59.30
304,4,1975,79.00,11.90,59.10
305,5,1975,81.70,14.50,65.90
306,6,1975,42.80,19.20,53.70
307,7,1975,2.70,23.50,36.50
308,8,1975,0.50,21.30,35.30
309,9,1975,0.00,17.10,51.90
310,10,1975,19.20,10.30,57.70
311,11,1975,31.00,4.30,80.60
312,12,1975,53.10,-2.20,87.00
313,1,1976,45.20,-1.90,81.70
314,2,1976,34.40,-2.60,81.80
315,3,1976,34.30,5.10,75.60
316,4,1976,57.30,10.20,68.30
317,5,1976,46.60,15.20,65.80
318,6,1976,14.80,18.50,54.10
319,7,1976,0.30,21.40,48.20
320,8,1976,10.50,20.60,50.90
321,9,1976,12.60,16.60,53.30
322,10,1976,62.90,12.20,71.80
323,11,1976,23.00,7.00,75.90
324,12,1976,34.40,1.90,82.20
325,1,1977,50.60,-2.60,79.00
326,2,1977,32.50,5.40,69.10
327,3,1977,13.70,5.20,65.30
328,4,1977,109.20,10.10,64.60
329,5,1977,22.50,15.20,60.00
330,6,1977,23.30,19.70,51.40
331,7,1977,15.60,22.40,42.70
332,8,1977,0.00,22.40,40.80
333,9,1977,17.40,18.30,57.50
334,10,1977,35.20,8.90,66.80
335,11,1977,0.60,8.30,62.30
336,12,1977,43.70,0.00,81.20
337,1,1978,42.20,2.00,80.00
338,2,1978,24.00,4.90,67.90
339,3,1978,44.30,6.50,65.00
340,4,1978,38.10,10.10,63.00
341,5,1978,7.30,16.40,48.80
342,6,1978,29.80,19.70,44.80
343,7,1978,0.00,23.30,41.30
344,8,1978,0.00,20.10,46.60
345,9,1978,10.80,16.80,53.70
346,10,1978,75.10,12.40,64.30
347,11,1978,0.00,2.20,70.10
348,12,1978,21.90,2.80,77.80
349,1,1979,28.90,2.00,71.40
350,2,1979,15.30,4.10,67.30
351,3,1979,15.80,6.60,59.20
352,4,1979,52.20,10.60,53.80
353,5,1979,15.30,15.80,57.50
354,6,1979,45.90,19.40,47.20
355,7,1979,0.50,22.10,36.30
356,8,1979,0.00,23.10,37.70
357,9,1979,3.90,18.10,45.40
358,10,1979,22.90,12.20,62.70
359,11,1979,33.80,7.40,65.70
360,12,1979,20.80,1.70,69.40
361,1,1980,24.40,-2.10,67.30
362,2,1980,34.20,-0.60,71.70
363,3,1980,33.30,4.40,61.20
364,4,1980,57.40,10.20,51.00
365,5,1980,66.10,15.00,48.20
366,6,1980,10.00,20.10,36.10
367,7,1980,0.00,24.70,33.10
368,8,1980,0.00,22.00,36.00
369,9,1980,8.70,15.80,48.50
370,10,1980,34.40,11.70,61.90
371,11,1980,28.30,5.80,74.50
372,12,1980,10.40,2.90,70.40
373,1,1981,92.60,2.40,69.30
374,2,1981,63.50,1.70,73.20
375,3,1981,13.90,7.00,62.70
376,4,1981,7.40,9.60,51.60
377,5,1981,23.80,13.00,56.00
378,6,1981,40.10,19.60,49.80
379,7,1981,3.40,22.90,43.10
380,8,1981,0.00,21.50,42.80
381,9,1981,2.00,18.10,47.70
382,10,1981,6.10,13.30,59.20
383,11,1981,18.10,4.10,72.90
384,12,1981,62.00,5.70,74.10
385,1,1982,35.90,0.70,77.60
386,2,1982,13.00,-2.70,75.80
387,3,1982,40.40,3.10,71.30
388,4,1982,28.50,11.10,65.20
389,5,1982,26.60,14.90,58.40
390,6,1982,43.50,18.60,56.70
391,7,1982,4.50,20.10,50.30
392,8,1982,0.20,20.60,46.60
393,9,1982,4.00,17.60,51.30
394,10,1982,13.80,11.10,63.10
395,11,1982,7.00,2.80,67.80
396,12,1982,26.80,0.80,70.30
397,1,1983,15.30,-3.90,80.50
398,2,1983,21.30,-0.10,74.60
399,3,1983,30.50,4.40,71.90
400,4,1983,31.90,11.10,61.40
401,5,1983,25.40,15.50,57.70
402,6,1983,22.80,18.80,53.90
403,7,1983,0.00,22.00,49.30
404,8,1983,0.00,20.10,50.30
405,9,1983,1.20,16.40,51.40
406,10,1983,15.40,9.60,71.10
407,11,1983,28.50,7.40,76.20
408,12,1983,27.00,1.90,79.70
409,1,1984,27.30,2.00,79.50
410,2,1984,13.30,3.30,70.30
411,3,1984,13.00,6.60,67.10
412,4,1984,92.50,9.10,66.80
413,5,1984,11.00,15.90,54.10
414,6,1984,6.00,19.60,45.50
415,7,1984,2.00,21.70,47.70
416,8,1984,8.40,19.00,49.60
417,9,1984,0.00,18.00,44.20
418,10,1984,0.40,10.40,51.30
419,11,1984,15.60,6.00,72.40
420,12,1984,44.60,-4.50,81.60
421,1,1985,17.70,3.50,73.90
422,2,1985,44.50,-3.30,76.00
423,3,1985,25.30,1.30,75.90
424,4,1985,86.10,11.60,61.90
425,5,1985,53.10,16.60,60.90
426,6,1985,6.00,20.30,47.00
427,7,1985,0.00,20.80,44.60
428,8,1985,5.80,24.50,40.30
429,9,1985,0.00,17.50,45.10
430,10,1985,70.80,8.70,64.00
431,11,1985,73.00,8.10,76.70
432,12,1985,30.60,1.30,77.60
433,1,1986,20.20,2.90,67.60
434,2,1986,21.50,3.40,68.10
435,3,1986,10.40,6.20,56.10
436,4,1986,28.00,12.00,55.50
437,5,1986,62.80,12.00,66.70
438,6,1986,22.80,19.10,51.80
439,7,1986,0.00,23.70,37.50
440,8,1986,0.00,24.10,36.10
441,9,1986,24.40,18.80,51.60
442,10,1986,1.30,11.40,52.70
443,11,1986,31.30,1.70,76.00
444,12,1986,27.80,0.40,72.50
445,1,1987,29.30,2.80,69.40
446,2,1987,28.40,3.40,65.80
447,3,1987,55.30,-1.40,69.50
448,4,1987,13.20,9.30,57.50
449,5,1987,11.70,15.40,52.90
450,6,1987,15.80,19.10,49.10
451,7,1987,3.40,23.10,43.90
452,8,1987,0.00,21.60,47.10
453,9,1987,0.00,17.20,47.70
454,10,1987,37.40,10.80,65.70
455,11,1987,38.30,4.70,77.60
456,12,1987,56.70,2.20,78.10
457,1,1988,8.30,0.10,79.30
458,2,1988,11.60,2.40,72.90
459,3,1988,55.40,4.10,70.80
460,4,1988,61.40,10.60,68.50
461,5,1988,103.50,15.30,64.50
462,6,1988,48.30,18.90,64.90
463,7,1988,1.30,22.70,54.20
464,8,1988,0.00,21.90,43.70
465,9,1988,0.10,17.30,51.10
466,10,1988,63.60,10.90,73.00
467,11,1988,33.10,2.90,77.70
468,12,1988,18.60,3.20,78.20
469,1,1989,32.30,-7.70,78.80
470,2,1989,1.00,-3.80,78.60
471,3,1989,9.10,6.90,71.70
472,4,1989,33.30,14.70,61.40
473,5,1989,17.70,16.30,57.70
474,6,1989,3.20,20.40,53.90
475,7,1989,0.00,23.30,54.90
476,8,1989,0.00,23.30,50.70
477,9,1989,8.60,17.60,57.00
478,10,1989,39.30,10.20,71.50
479,11,1989,61.10,6.40,75.50
480,12,1989,21.60,-0.30,82.80
481,1,1990,23.70,-6.20,81.30
482,2,1990,15.60,-0.40,83.00
483,3,1990,3.50,5.30,66.70
484,4,1990,10.50,10.20,66.30
485,5,1990,61.30,14.00,66.90
486,6,1990,5.80,19.20,55.90
487,7,1990,0.00,23.90,51.80
488,8,1990,0.30,20.70,49.70
489,9,1990,11.40,16.70,57.70
490,10,1990,7.00,11.40,63.00
491,11,1990,35.10,7.40,70.70
492,12,1990,42.40,2.80,77.80
493,1,1991,59.10,-1.80,83.70
494,2,1991,33.30,-3.40,81.40
495,3,1991,16.30,6.40,73.60
496,4,1991,44.60,11.20,66.40
497,5,1991,32.90,14.10,61.50
498,6,1991,3.30,20.50,52.60
499,7,1991,0.60,23.40,48.20
500,8,1991,0.00,22.60,49.50
501,9,1991,4.80,16.90,49.90
502,10,1991,6.30,13.00,61.20
503,11,1991,38.10,5.40,74.70
504,12,1991,39.70,-0.80,81.20
505,1,1992,13.70,-5.80,82.80
506,2,1992,35.60,-9.20,82.30
507,3,1992,24.50,1.60,74.10
508,4,1992,15.10,10.60,58.90
509,5,1992,61.20,13.80,61.90
510,6,1992,37.80,18.80,56.60
511,7,1992,18.90,20.40,50.60
512,8,1992,1.30,22.30,48.60
513,9,1992,0.00,15.30,53.20
514,10,1992,3.90,13.60,53.70
515,11,1992,28.50,4.00,70.10
516,12,1992,60.60,-2.00,81.40
517,1,1993,22.00,-5.00,84.00
518,2,1993,3.90,-0.90,76.50
519,3,1993,18.50,4.50,65.50
520,4,1993,22.20,10.80,57.40
521,5,1993,74.50,14.00,72.50
522,6,1993,26.70,18.90,54.10
523,7,1993,0.00,22.00,45.30
524,8,1993,0.00,21.90,47.70
525,9,1993,0.30,17.50,47.90
526,10,1993,10.10,11.90,50.70
527,11,1993,27.40,2.50,73.10
528,12,1993,22.70,3.00,82.10
529,1,1994,55.20,2.80,81.20
530,2,1994,16.50,1.80,77.00
531,3,1994,40.10,5.10,69.70
532,4,1994,46.70,12.40,58.40
533,5,1994,2.40,16.50,54.10
534,6,1994,0.70,20.30,46.30
535,7,1994,5.00,23.00,44.70
536,8,1994,15.10,22.00,43.40
537,9,1994,0.40,21.00,48.40
538,10,1994,20.40,14.60,66.10
539,11,1994,34.20,4.70,74.80
540,12,1994,38.70,-0.60,82.30
541,1,1995,26.40,1.70,77.70
542,2,1995,7.90,2.70,73.60
543,3,1995,35.00,6.20,68.00
544,4,1995,51.60,8.60,71.10
545,5,1995,14.60,17.10,60.30
546,6,1995,57.90,20.70,55.90
547,7,1995,49.10,20.60,57.60
548,8,1995,0.20,22.80,48.70
549,9,1995,3.10,18.40,50.20
550,10,1995,31.90,9.20,61.30
551,11,1995,24.20,2.20,72.10
552,12,1995,17.50,1.00,81.00
553,1,1996,21.40,0.30,82.10
554,2,1996,34.30,3.50,73.90
555,3,1996,69.40,3.80,80.00
556,4,1996,27.60,8.40,67.00
557,5,1996,10.90,17.30,55.00
558,6,1996,15.10,19.40,47.60
559,7,1996,20.70,24.40,44.90
560,8,1996,10.80,22.70,48.90
561,9,1996,1.80,18.00,53.40
562,10,1996,23.60,10.80,65.30
563,11,1996,0.00,6.50,67.10
564,12,1996,87.20,6.30,76.70
565,1,1997,44.60,0.90,77.30
566,2,1997,32.40,-0.80,75.30
567,3,1997,11.80,1.80,66.30
568,4,1997,15.10,7.30,63.90
569,5,1997,28.40,16.70,59.00
570,6,1997,40.30,19.20,58.20
571,7,1997,0.00,22.30,49.30
572,8,1997,25.40,20.50,56.20
573,9,1997,38.00,15.30,54.70
574,10,1997,23.60,12.80,66.90
575,11,1997,5.10,5.90,73.80
576,12,1997,56.30,3.20,79.60
577,1,1998,24.70,0.00,78.10
578,2,1998,15.20,1.20,70.90
579,3,1998,31.30,3.10,65.80
580,4,1998,36.00,11.90,61.60
581,5,1998,21.20,16.30,61.40
582,6,1998,48.60,20.40,53.70
583,7,1998,0.00,24.30,45.00
584,8,1998,0.00,24.20,45.00
585,9,1998,0.40,18.30,55.90
586,10,1998,37.20,12.40,54.60
587,11,1998,12.40,8.90,71.20
588,12,1998,35.10,3.10,79.20
589,1,1999,19.90,2.00,74.90
590,2,1999,19.70,2.90,68.30
591,3,1999,17.00,5.60,61.40
592,4,1999,28.70,11.00,61.80
593,5,1999,14.30,16.60,53.10
594,6,1999,45.30,19.70,56.70
595,7,1999,2.40,24.30,44.50
596,8,1999,4.20,23.60,47.70
597,9,1999,6.70,18.10,49.00
598,10,1999,3.00,12.90,60.60
599,11,1999,2.30,5.30,56.90
600,12,1999,10.80,3.40,60.50
601,1,2000,52.90,-4.10,74.00
602,2,2000,32.70,-1.40,78.90
603,3,2000,22.40,3.60,66.10
604,4,2000,12.10,13.10,62.10
605,5,2000,54.00,14.40,69.20
606,6,2000,72.10,18.90,60.00
607,7,2000,0.00,25.20,43.10
608,8,2000,0.00,22.50,54.60
609,9,2000,4.20,17.90,55.60
610,10,2000,18.40,10.60,66.00
611,11,2000,4.00,5.50,62.00
612,12,2000,35.40,1.50,78.00
613,1,2001,0.60,2.50,72.20
614,2,2001,17.60,3.20,65.80
615,3,2001,25.40,10.30,60.10
616,4,2001,28.90,12.30,55.10
617,5,2001,98.50,14.50,61.60
618,6,2001,0.00,21.50,41.40
619,7,2001,0.00,25.50,39.40
620,8,2001,4.70,23.90,48.10
621,9,2001,8.70,19.60,52.80
622,10,2001,22.80,11.00,55.70
623,11,2001,76.80,5.90,73.30
624,12,2001,53.20,3.60,75.40
625,1,2002,28.30,-5.70,85.60
626,2,2002,12.80,2.10,74.00
627,3,2002,7.50,7.50,60.80
628,4,2002,47.90,9.40,69.60
629,5,2002,14.10,15.30,56.40
630,6,2002,23.30,20.60,50.40
631,7,2002,26.50,23.70,47.60
632,8,2002,4.50,22.40,53.20
633,9,2002,27.80,18.30,59.30
634,10,2002,8.10,12.40,61.20
635,11,2002,24.90,6.50,70.10
636,12,2002,53.30,-3.20,78.80
637,1,2003,6.80,4.80,71.80
638,2,2003,79.30,-1.10,77.00
639,3,2003,35.80,1.90,72.10
640,4,2003,38.30,9.80,61.00
641,5,2003,17.90,17.20,50.80
642,6,2003,33.90,20.50,47.70
643,7,2003,0.00,23.00,46.50
644,8,2003,0.00,23.00,46.00
645,9,2003,7.10,17.40,56.80
646,10,2003,18.40,13.70,61.50
647,11,2003,15.70,5.90,74.60
648,12,2003,44.40,1.50,81.40
649,1,2004,20.10,0.00,79.90
650,2,2004,14.40,2.20,72.90
651,3,2004,4.60,5.90,60.00
652,4,2004,59.10,10.30,60.00
653,5,2004,12.10,15.50,56.80
654,6,2004,5.40,20.10,49.30
655,7,2004,7.20,23.20,45.10
656,8,2004,0.00,22.80,50.10
657,9,2004,0.00,17.20,49.60
658,10,2004,0.20,13.50,58.60
659,11,2004,38.20,5.10,69.20
660,12,2004,10.30,0.50,76.30
661,1,2005,32.40,2.00,73.80
662,2,2005,18.80,1.80,65.00
663,3,2005,13.30,6.30,58.50
664,4,2005,23.90,10.70,58.70
665,5,2005,18.90,16.10,52.50
666,6,2005,48.70,19.60,48.30
667,7,2005,0.00,24.90,43.80
668,8,2005,0.20,24.00,46.90
669,9,2005,20.30,16.30,56.00
670,10,2005,14.90,9.30,68.00
671,11,2005,59.00,4.80,74.40
672,12,2005,16.80,0.20,74.70
673,1,2006,33.70,-4.20,78.60
674,2,2006,21.70,1.30,73.60
675,3,2006,22.70,6.80,64.70
676,4,2006,31.60,11.90,60.90
677,5,2006,13.70,16.10,54.40
678,6,2006,1.00,21.90,46.80
679,7,2006,0.00,22.80,44.10
680,8,2006,0.10,25.60,42.40
681,9,2006,35.70,17.50,54.50
682,10,2006,48.60,12.60,69.20
683,11,2006,21.80,2.80,73.60
684,12,2006,0.10,-1.90,71.40
685,1,2007,17.00,-0.40,70.30
686,2,2007,26.00,-0.80,79.20
687,3,2007,16.60,6.00,63.80
688,4,2007,18.70,8.00,58.70
689,5,2007,27.70,18.50,53.10
690,6,2007,24.20,21.70,49.10
691,7,2007,0.00,24.80,38.70
692,8,2007,2.50,24.10,49.00
693,9,2007,15.50,17.50,49.00
694,10,2007,11.10,12.10,60.80
695,11,2007,72.30,5.70,70.40
696,12,2007,42.90,0.10,76.40
697,1,2008,17.90,-5.00,70.90
698,2,2008,9.70,-4.90,73.80
699,3,2008,29.20,9.90,51.80
700,4,2008,26.50,13.90,51.50
701,5,2008,20.40,15.10,54.00
702,6,2008,5.70,21.50,45.50
703,7,2008,0.00,23.60,46.60
704,8,2008,0.00,24.30,48.00
705,9,2008,20.20,18.20,58.50
706,10,2008,30.80,10.90,70.60
707,11,2008,22.50,7.10,73.60
708,12,2008,49.20,-0.40,78.80
709,1,2009,63.80,1.70,72.60
710,2,2009,47.80,3.50,73.70
711,3,2009,26.10,4.70,66.40
712,4,2009,43.80,10.00,65.50
713,5,2009,25.80,14.40,59.10
714,6,2009,5.90,21.40,45.60
715,7,2009,59.00,22.40,52.30
716,8,2009,0.00,20.80,45.70
717,9,2009,10.90,16.10,55.00
718,10,2009,14.70,14.30,55.40
719,11,2009,44.80,5.00,73.80
720,12,2009,52.30,4.90,74.60
721,1,2010,37.40,3.70,71.90
722,2,2010,18.90,6.10,64.40
723,3,2010,7.50,8.10,59.90
724,4,2010,39.80,10.70,64.10
725,5,2010,12.30,16.90,52.50
726,6,2010,77.10,20.70,54.50
727,7,2010,0.00,25.30,48.00
728,8,2010,0.00,25.70,44.60
729,9,2010,0.70,19.90,52.40
730,10,2010,56.80,11.00,68.60
731,11,2010,6.50,7.20,64.40
