,Month,Year,P,Tmean,RH
296,8,1974,8.4,20.8,49.1
297,9,1974,4.2,14.9,44.5
298,10,1974,9.5,14.4,56.6
299,11,1974,9,4.6,75
300,12,1974,63.4,-1.5,89.4
301,1,1975,45.4,-3.2,85.5
302,2,1975,45.4,-1,77.5
303,3,1975,38.1,5.6,63.8
304,4,1975,77.2,11,64.8
305,5,1975,111.1,13.6,73
306,6,1975,41,18.6,61
307,7,1975,4.7,22.6,50.2
308,8,1975,3.7,20.9,44.6
309,9,1975,0.4,16.6,54.5
310,10,1975,18.1,9.3,61.1
311,11,1975,19.6,3.1,72.5
312,12,1975,57.9,-3.5,85.4
313,1,1976,58.5,-4.7,83.1
314,2,1976,39.5,-5.7,80.7
315,3,1976,44,2.9,76
316,4,1976,54.4,9.2,66.5
317,5,1976,80.8,14.1,65.3
318,6,1976,13.4,17.6,56.1
319,7,1976,24,21,47.1
320,8,1976,1.5,19.9,53.1
321,9,1976,9.9,16,54.1
322,10,1976,97.8,11.8,63.4
323,11,1976,23.1,6.4,74.1
324,12,1976,47.6,0.3,82.9
325,1,1977,59,-3.2,79.4
326,2,1977,20.9,2.7,74.9
327,3,1977,58.8,3,70.1
328,4,1977,84.1,8.6,67.2
329,5,1977,28.1,14,60.2
330,6,1977,28.4,18.3,56.5
331,7,1977,4.1,21.7,51
332,8,1977,0.2,22,46.2
333,9,1977,13.4,16.5,57.1
334,10,1977,23.8,7.5,61.3
335,11,1977,10.7,6.8,64.3
336,12,1977,60.5,-1.9,80.9
337,1,1978,93.6,0.1,79.9
338,2,1978,55.6,3.8,70.7
339,3,1978,45.5,5.2,66.1
340,4,1978,43.2,8.3,68.3
341,5,1978,43,14.3,53.2
342,6,1978,5.2,18.1,47.5
343,7,1978,0.2,22.2,46.8
344,8,1978,0,19.9,50.4
345,9,1978,17.8,15.7,55.5
346,10,1978,57.1,12.1,63.6
347,11,1978,1.4,1.4,67.5
348,12,1978,53.9,1.4,79.6
349,1,1979,81.3,0.5,79.5
350,2,1979,21,2.6,68.8
351,3,1979,27,6.1,61.1
352,4,1979,19,8.8,61.7
353,5,1979,73.7,14,62.2
354,6,1979,31.4,18.2,52.6
355,7,1979,11.1,20.5,49.2
356,8,1979,3.9,23.1,46.3
357,9,1979,33.4,17.6,51.9
358,10,1979,43.8,11.3,68.3
359,11,1979,49.6,5.7,78.6
360,12,1979,26.5,0.6,83.1
361,1,1980,71.7,-4.4,82.2
362,2,1980,26.8,-0.9,80.6
363,3,1980,32.5,2.9,68.7
364,4,1980,42.5,8.2,65
365,5,1980,89.3,14.1,60.8
366,6,1980,18.2,18.8,49.1
367,7,1980,0.3,24.2,45.9
368,8,1980,0.5,21.5,48.8
369,9,1980,5.2,15.3,52.7
370,10,1980,12.3,11.6,57.1
371,11,1980,45.6,5.9,76.9
372,12,1980,32.1,1.4,79.5
373,1,1981,130.9,1,81.1
374,2,1981,69.6,1.5,77.9
375,3,1981,35.7,6.2,68.4
376,4,1981,25.7,8.5,57.8
377,5,1981,38.1,11.7,63.4
378,6,1981,37.9,18.9,53.9
379,7,1981,52.8,22,51.5
380,8,1981,0.4,20.6,51.9
381,9,1981,4,17.6,48.8
382,10,1981,9.6,13.1,58.3
383,11,1981,42.9,3,72.5
384,12,1981,100.2,4.5,76
385,1,1982,29.5,-0.4,78.8
386,2,1982,13.8,-2.8,68.9
387,3,1982,27.6,2.6,63.7
388,4,1982,68.3,9.5,69.3
389,5,1982,30.5,14.4,59.1
390,6,1982,54.2,17.9,55.4
391,7,1982,27.5,19.3,52.6
392,8,1982,39.2,19.8,55.5
393,9,1982,9,17.4,55.4
394,10,1982,20.8,10.5,62.1
395,11,1982,12.3,2,64.3
396,12,1982,29.9,-0.3,71
397,1,1983,27.6,-5.3,81.6
398,2,1983,50,-2.3,77.1
399,3,1983,28.8,3.2,69.3
400,4,1983,52.2,10.3,59.7
401,5,1983,25.7,14.7,56.3
402,6,1983,38,17.3,54.1
403,7,1983,12.7,20.8,52.6
404,8,1983,8.4,19.6,51
405,9,1983,8.3,16.3,44.5
406,10,1983,12.5,9.2,61.3
407,11,1983,75.9,5.6,77.3
408,12,1983,49.4,1,82.3
409,1,1984,33.6,1.2,78.8
410,2,1984,29.5,2.1,71.8
411,3,1984,40.2,4.8,65.8
412,4,1984,75.7,6.7,72.5
413,5,1984,20.1,14.5,58.5
414,6,1984,13.1,18.2,52.1
415,7,1984,5.4,20.8,52.3
416,8,1984,1.9,18.2,52.1
417,9,1984,0.5,18.1,44
418,10,1984,0.3,11.2,48
419,11,1984,22.9,4.8,71.8
420,12,1984,17.3,-4,78.7
421,1,1985,42.3,0.4,77.7
422,2,1985,41.3,-4.5,72.7
423,3,1985,34.1,1.2,75.5
424,4,1985,48.6,10.4,61.1
425,5,1985,72.8,15.9,59.6
426,6,1985,7.3,18.8,49.3
427,7,1985,14.3,20,44.4
428,8,1985,6.2,23.1,41.5
429,9,1985,0,16.3,50.7
430,10,1985,80.2,8.7,66.9
431,11,1985,76.9,6.4,77.7
432,12,1985,42.6,-0.2,81.7
433,1,1986,25.2,0.6,76.9
434,2,1986,33.9,2.3,72.2
435,3,1986,11.6,5.2,59.8
436,4,1986,36.1,10.7,56.7
437,5,1986,24.6,11.5,60.1
438,6,1986,19.4,18.4,48.9
439,7,1986,0.3,23.1,39.4
440,8,1986,0,24,39.4
441,9,1986,23.8,18.4,53.6
442,10,1986,7.4,10.4,57.7
443,11,1986,14.9,1.4,69.6
444,12,1986,70.7,-1.3,71.7
445,1,1987,43.3,0.00E+00,76.4
446,2,1987,16.1,1.8,69
447,3,1987,54.1,-1.5,71.4
448,4,1987,44.5,7.9,57.8
449,5,1987,34,13.9,56
450,6,1987,50.2,18.1,55.5
451,7,1987,23.2,22.2,47.4
452,8,1987,10.3,20.7,42.8
453,9,1987,0,17.6,39.1
454,10,1987,30.9,10.1,61.6
455,11,1987,71.7,3,80.5
456,12,1987,77.7,1,78.6
457,1,1988,12.4,-0.3,75
458,2,1988,61.5,0.4,70.4
459,3,1988,38.3,3,68.7
460,4,1988,69.4,9.5,64.2
461,5,1988,40.3,14.4,57.4
462,6,1988,44.7,18.1,54.9
463,7,1988,18.1,21.9,48.5
464,8,1988,0,21.7,43.8
465,9,1988,6.8,16.6,48.6
466,10,1988,57.7,9.9,69.7
467,11,1988,100.5,1.4,75.9
468,12,1988,34.7,2,76.5
469,1,1989,28.7,-6.6,76.8
470,2,1989,14.4,-3.4,74.1
471,3,1989,12.6,6.5,59.4
472,4,1989,9.6,14.2,46.5
473,5,1989,55,14.4,51.9
474,6,1989,16.8,19.1,45.4
475,7,1989,0.8,22.4,45.4
476,8,1989,0.4,23.1,36.9
477,9,1989,0,17.2,42.9
478,10,1989,51,9.4,67.9
479,11,1989,79.3,5,70.2
480,12,1989,43.5,-0.8,81
481,1,1990,27.9,-5.9,76.6
482,2,1990,16.3,-0.1,73.7
483,3,1990,15.4,4.6,53.8
484,4,1990,43.5,9.2,62.2
485,5,1990,60.6,12.9,61.5
486,6,1990,16.5,18.5,46.6
487,7,1990,21.9,22.6,43.1
488,8,1990,1.8,20.3,39.8
489,9,1990,26.5,16.5,45.9
490,10,1990,15.6,11.5,54
491,11,1990,27.9,7.1,64
492,12,1990,62.1,1.4,75.2
493,1,1991,26.7,-2.5,75.3
494,2,1991,57,-3.5,79.1
495,3,1991,19.2,5.8,61.4
496,4,1991,127.5,9.2,66.4
497,5,1991,63.6,12.5,59.5
498,6,1991,16.8,19,50.3
499,7,1991,2.1,23.1,42.7
500,8,1991,0,22.4,42.9
501,9,1991,0.5,17,48.41337143
502,10,1991,25.6,12.2,64.19053465
503,11,1991,27.7,5.1,72.8
504,12,1991,88.9,-2,80.1
505,1,1992,3.1,-4.7,76.5
506,2,1992,17.1,-5.2,73.1
507,3,1992,55.2,2,72.5
508,4,1992,11.5,9.8,60.6
509,5,1992,32.6,14.1,60.5
510,6,1992,69.4,18.1,66.9
511,7,1992,29.5,19.6,59.6
512,8,1992,5.2,22.1,55
513,9,1992,0.2,15.5,58.5
514,10,1992,15.1,13.8,60.9
515,11,1992,34.6,3.6,74.9
516,12,1992,86,-2.2,84.4
517,1,1993,64.4,-7.7,79.9
518,2,1993,27.1,-2.2,76.3
519,3,1993,26.2,3.8,63.9
520,4,1993,18,9.5,58.3
521,5,1993,85.6,13.6,73.8
522,6,1993,34.1,18.4,59.9
523,7,1993,0,21.6,50.5
524,8,1993,1.4,21.8,52.5
525,9,1993,0.9,17.7,48.5
526,10,1993,2,13,48.8
527,11,1993,38.6,1.9,72.8
528,12,1993,57.5,2.2,84
529,1,1994,63.6,1.6,81.3
530,2,1994,60.8,-0.4,79.4
531,3,1994,33.6,4.5,66.9
532,4,1994,48.1,12.4,62.6
533,5,1994,23.9,15.6,60
534,6,1994,0,19.6,49.8
535,7,1994,0,23.1,48.2
536,8,1994,0,22.1,49.3
537,9,1994,0.3,21.9,49.8
538,10,1994,55.7,14.1,69
539,11,1994,49.4,4.1,79.3
540,12,1994,37.5,-1.1,81.7
541,1,1995,35.1,0.4,79.1
542,2,1995,15.8,2.7,68.9
543,3,1995,47.2,5,69.6
544,4,1995,65.1,8.1,68.2
545,5,1995,16.9,15.8,56.2
546,6,1995,30.3,20.1,52.6
547,7,1995,43.6,20.3,58.6
548,8,1995,5.2,22.7,50.3
549,9,1995,14.5,18,53
550,10,1995,21.3,9.5,65
551,11,1995,85.2,0.5,79
552,12,1995,54.7,0.4,81.5
553,1,1996,32.2,-0.2,79.8
554,2,1996,37.3,2.7,74.9
555,3,1996,108.3,2.1,78.2
556,4,1996,41.6,7.3,65.7
557,5,1996,27.3,16.6,60.1
558,6,1996,12.1,18.8,50.8
559,7,1996,5.1,23.7,49.4
560,8,1996,8.5,22,53.3
561,9,1996,39,16.8,59.2
562,10,1996,38.3,10,67.4
563,11,1996,0.4,6.1,67.5
564,12,1996,66.9,4.8,78.9
565,1,1997,22.6,0.3,75.8
566,2,1997,29.9,-1.8,69.1
567,3,1997,26.6,1.3,64.9
568,4,1997,82.5,5.7,70.7
569,5,1997,81,15.8,63.7
570,6,1997,47.2,18.6,61.3
571,7,1997,0,21.9,49.6
572,8,1997,22.2,20.5,58.5
573,9,1997,4,14.2,56.8
574,10,1997,80.2,11.4,70.9
575,11,1997,45.5,5.1,80.7
576,12,1997,68.8,1.9,83.4
577,1,1998,15.7,-0.3,78
578,2,1998,24.4,0.7,70.1
579,3,1998,59.5,2.3,68.2
580,4,1998,80,11.4,67
581,5,1998,86.2,14.1,71.5
582,6,1998,25,18.9,63.1
583,7,1998,0,23.9,48.9
584,8,1998,0,24.3,48.6
585,9,1998,7.9,17.8,58.5
586,10,1998,4.7,12.7,56.3
587,11,1998,34.8,7.1,76.2
588,12,1998,69.4,2.3,82.9
589,1,1999,19.8,1.7,76.4
590,2,1999,35.2,1.7,74.7
591,3,1999,40.9,4.6,66.5
592,4,1999,23.4,10.3,63.3
593,5,1999,16.4,15.8,50
594,6,1999,89.9,18.8,62
595,7,1999,31.5,23.2,53.9
596,8,1999,48.3,22.5,57.8
597,9,1999,12.1,17.6,57.4
598,10,1999,37,12,67.1
599,11,1999,18.5,4.7,70.8
600,12,1999,5.9,2.4,72.7
601,1,2000,100,-5.6,81.2
602,2,2000,46.3,-4.1,81.9
603,3,2000,19,1.9,69.3
604,4,2000,44.8,11.5,69.1
605,5,2000,39.5,14.2,64.7
606,6,2000,34.2,18.4,61.2
607,7,2000,0,25.4,43.1
608,8,2000,15.8,21.8,52.5
609,9,2000,3.7,17.7,53.9
610,10,2000,18.5,10.3,63.7
611,11,2000,12,5.8,61
612,12,2000,35.3,0.2,79.3
613,1,2001,0.9,0.7,75.2
614,2,2001,14.2,2.1,68.2
615,3,2001,21,9.8,59.6
616,4,2001,21.5,11.2,56.8
617,5,2001,78.9,14,64.3
618,6,2001,6.2,20.5,46.8
619,7,2001,8.2,24.9,47.6
620,8,2001,1.1,23.5,50.3
621,9,2001,12.1,18.8,49.9
622,10,2001,0.2,11.1,53.6
623,11,2001,101,5.2,75.8
624,12,2001,124.2,1.5,84.6
625,1,2002,40,-6.9,81.6
626,2,2002,10.2,1.7,68.7
627,3,2002,21.9,6.5,58.8
628,4,2002,79.3,9.1,75.1
629,5,2002,26.7,14.3,61.2
630,6,2002,6.6,19.3,55.1
631,7,2002,19.7,23.3,51.4
632,8,2002,11.6,20.9,53.6
633,9,2002,35.1,16.8,61.3
634,10,2002,6.1,11.7,60.6
635,11,2002,28.8,5.9,71.7
636,12,2002,27.3,-4.2,76.2
637,1,2003,31.7,3.4,76.9
638,2,2003,58.8,-2.8,78
639,3,2003,25.8,0.8,68
640,4,2003,54.5,8.8,61.4
641,5,2003,44.4,16.2,56.6
642,6,2003,3,19.9,49.7
643,7,2003,0,22.5,48.5
644,8,2003,2.4,22.6,43
645,9,2003,69.5,16.4,62.4
646,10,2003,12.1,13.2,62.5
647,11,2003,16.2,5.7,72.8
648,12,2003,41,1,83.5
649,1,2004,48.2,-1.4,85.5
650,2,2004,7.8,2,70.3
651,3,2004,17.2,4.6,60.7
652,4,2004,26.2,9,59.5
653,5,2004,14.3,13.9,54
654,6,2004,51.5,18.9,50.8
655,7,2004,18.6,22.3,42
656,8,2004,5.7,22.6,51.6
657,9,2004,0,17.8,51.9
658,10,2004,14.7,13,59.7
659,11,2004,36.8,4,71.3
660,12,2004,13.5,-1.1,77.8
661,1,2005,11.2,0.8,67.2
662,2,2005,38.4,-0.2,66.1
663,3,2005,53,4.3,62.5
664,4,2005,63.2,8.6,63.6
665,5,2005,42.9,14.2,61.7
666,6,2005,35.3,18.2,54.9
667,7,2005,19.2,23.4,51.4
668,8,2005,8.2,23.8,49.9
669,9,2005,29.7,16.2,59.8
670,10,2005,20.2,8.9,71.1
671,11,2005,60.3,4.4,76.8
672,12,2005,10.4,1.1,76.3
673,1,2006,46.7,-3.3,79.3
674,2,2006,17.3,0.00E+00,80.2
675,3,2006,30.1,6.3,69.4
676,4,2006,15.9,12,60.2
677,5,2006,45,15.6,58.8
678,6,2006,47.1,20.6,51.3
679,7,2006,2.5,22.4,49.9
680,8,2006,0,26.3,41
681,9,2006,59.5,16.9,60.4
682,10,2006,56.2,12.6,73.2
683,11,2006,21.5,3.6,76.2
684,12,2006,1,-1.6,73.2
685,1,2007,21.7,-0.9,77.7
686,2,2007,14.9,-1,76.4
687,3,2007,29.1,5.2,64.6
688,4,2007,30.1,7.1,60.7
689,5,2007,17.1,18.4,49.9
690,6,2007,106,21.5,52.3
691,7,2007,1.3,24.8,40.1
692,8,2007,11.5,24,44.9
693,9,2007,0.5,18.2,41.8
694,10,2007,12.5,12.4,60.3
695,11,2007,69.8,5.5,74.8
696,12,2007,64,0.1,77.7
697,1,2008,4.9,-5.1,74.5
698,2,2008,18.6,-3,71.3
699,3,2008,11.9,8.5,59.2
700,4,2008,15,12.7,56.6
701,5,2008,27.8,14.3,51.6
702,6,2008,5.6,21.3,44.3
703,7,2008,0,23.9,42.4
704,8,2008,2,24.5,42.1
705,9,2008,58.5,18.5,54.3
706,10,2008,21.6,11.3,67.6
707,11,2008,56,6.8,75.3
708,12,2008,61,-0.4,84.2
709,1,2009,57,0.00E+00,80.9
710,2,2009,80.5,1.7,78.1
711,3,2009,23.5,2.6,67.9
712,4,2009,49.3,8,67.5
713,5,2009,21.6,12.5,61.3
714,6,2009,29.6,19.9,49.5
715,7,2009,6.8,22.5,49.4
716,8,2009,0.1,21.2,42.2
717,9,2009,9.2,16.3,52
718,10,2009,3.2,14.8,51.3
719,11,2009,31.9,5.2,74.4
720,12,2009,60.2,3.5,78.5
721,1,2010,67.2,1.9,74.3
722,2,2010,37.4,5,67.6
723,3,2010,28.6,7.1,59.4
724,4,2010,16.3,9.9,58.1
725,5,2010,31.6,15.9,48.7
726,6,2010,58.4,19.7,54.5
727,7,2010,0.1,24.9,43.1
728,8,2010,0,26.2,36.4
729,9,2010,3.6,20.1,44.9
730,10,2010,98.8,11.1,71.1
731,11,2010,5.5,8.5,66.5
732,12,2010,72.6,4.1,82
