,Month,Year,P,Tmean,RH
299,11,1974,23.60,6.90,61.50
300,12,1974,55.80,-0.20,79.25
301,1,1975,0.00,-0.60,77.69
302,2,1975,59.60,-0.60,83.10
303,3,1975,25.20,7.30,46.70
304,4,1975,46.20,11.90,48.80
305,5,1975,96.60,13.60,58.00
306,6,1975,58.50,18.60,45.40
307,7,1975,4.50,22.00,39.90
308,8,1975,16.70,21.30,38.10
309,9,1975,0.00,17.10,41.90
310,10,1975,21.50,11.60,46.80
311,11,1975,37.30,5.40,60.90
312,12,1975,57.90,-2.20,84.40
313,1,1976,74.50,-2.20,85.00
314,2,1976,49.50,-3.30,82.30
315,3,1976,35.70,4.10,67.60
316,4,1976,92.80,9.50,54.70
317,5,1976,149.50,13.80,57.60
318,6,1976,59.10,17.20,47.60
319,7,1976,10.20,20.70,37.80
320,8,1976,7.90,18.90,43.70
321,9,1976,8.30,16.80,39.40
322,10,1976,79.00,13.50,55.90
323,11,1976,47.80,8.40,59.90
324,12,1976,63.30,1.30,78.00
325,1,1977,50.00,-0.60,78.10
326,2,1977,49.70,5.80,57.50
327,3,1977,75.00,4.60,61.10
328,4,1977,80.60,9.00,56.20
329,5,1977,8.00,15.10,45.00
330,6,1977,35.90,18.60,41.10
331,7,1977,1.20,21.80,34.80
332,8,1977,0.00,22.30,32.00
333,9,1977,25.60,17.00,49.70
334,10,1977,36.80,9.70,54.10
335,11,1977,10.50,9.90,50.90
336,12,1977,57.50,-0.50,80.70
337,1,1978,75.00,0.70,81.30
338,2,1978,44.40,4.80,63.70
339,3,1978,93.30,5.80,62.20
340,4,1978,55.90,9.20,55.70
341,5,1978,8.30,15.40,40.80
342,6,1978,20.00,18.80,38.70
343,7,1978,2.20,22.00,38.00
344,8,1978,0.00,19.60,40.30
345,9,1978,23.90,16.60,44.90
346,10,1978,77.00,13.40,52.30
347,11,1978,0.00,3.90,58.90
348,12,1978,47.60,3.00,77.10
349,1,1979,46.00,1.70,72.50
350,2,1979,20.60,3.70,67.50
351,3,1979,10.50,7.50,51.60
352,4,1979,37.30,9.90,47.70
353,5,1979,93.50,14.70,56.00
354,6,1979,50.90,18.90,45.60
355,7,1979,6.50,20.60,40.20
356,8,1979,2.20,22.80,43.00
357,9,1979,3.00,18.70,40.30
358,10,1979,45.60,12.70,60.70
359,11,1979,38.30,7.10,70.00
360,12,1979,36.00,2.40,74.00
361,1,1980,51.80,-2.60,80.10
362,2,1980,19.90,-0.30,80.80
363,3,1980,54.50,3.50,66.00
364,4,1980,45.60,8.30,61.80
365,5,1980,107.40,14.50,51.40
366,6,1980,20.40,19.70,42.90
367,7,1980,0.00,23.90,41.30
368,8,1980,1.50,21.90,40.60
369,9,1980,14.70,15.80,44.00
370,10,1980,25.00,14.20,43.80
371,11,1980,39.60,8.20,61.80
372,12,1980,33.50,2.10,67.70
373,1,1981,70.80,1.30,75.70
374,2,1981,35.30,0.70,72.70
375,3,1981,43.90,6.60,62.70
376,4,1981,28.80,9.50,45.10
377,5,1981,49.80,12.20,50.00
378,6,1981,9.00,19.70,45.40
379,7,1981,8.60,21.90,43.50
380,8,1981,0.00,20.70,41.10
381,9,1981,2.50,19.00,36.70
382,10,1981,43.80,15.50,45.60
383,11,1981,45.00,4.40,60.90
384,12,1981,50.10,5.50,66.00
385,1,1982,36.20,1.20,67.00
386,2,1982,22.40,-1.00,70.30
387,3,1982,21.50,3.30,57.50
388,4,1982,61.50,9.80,56.60
389,5,1982,20.30,14.20,51.09
390,6,1982,46.50,18.60,45.79
391,7,1982,24.80,19.10,42.80
392,8,1982,15.90,21.00,38.30
393,9,1982,4.20,18.60,39.90
394,10,1982,26.60,12.30,49.30
395,11,1982,9.20,4.70,48.40
396,12,1982,26.70,2.90,58.90
397,1,1983,43.60,-4.10,54.50
398,2,1983,56.50,-0.70,62.90
399,3,1983,43.60,4.40,54.00
400,4,1983,59.90,10.80,46.10
401,5,1983,52.50,15.10,47.30
402,6,1983,85.90,17.30,48.00
403,7,1983,10.40,20.70,47.00
404,8,1983,35.80,19.20,43.70
405,9,1983,4.50,17.80,40.60
406,10,1983,20.50,10.70,51.00
407,11,1983,90.60,6.60,76.80
408,12,1983,34.70,3.10,79.30
409,1,1984,34.10,2.20,74.30
410,2,1984,20.60,3.30,62.30
411,3,1984,52.10,4.90,64.70
412,4,1984,163.00,7.00,65.90
413,5,1984,53.50,15.40,45.20
414,6,1984,10.40,18.60,44.30
415,7,1984,24.00,20.10,50.10
416,8,1984,0.00,18.60,46.60
417,9,1984,0.00,20.40,38.20
418,10,1984,0.00,14.00,40.50
419,11,1984,13.40,6.50,68.80
420,12,1984,10.30,-2.40,74.80
421,1,1985,42.00,2.60,75.90
422,2,1985,48.90,-4.00,73.50
423,3,1985,40.40,2.70,71.30
424,4,1985,26.90,10.20,61.50
425,5,1985,12.70,15.90,60.80
426,6,1985,24.50,17.90,59.90
427,7,1985,0.00,19.60,42.10
428,8,1985,10.50,22.70,41.30
429,9,1985,0.00,16.70,49.05
430,10,1985,120.20,9.00,66.40
431,11,1985,49.90,8.40,77.40
432,12,1985,42.90,2.10,81.00
433,1,1986,34.10,2.80,76.90
434,2,1986,28.20,2.70,76.20
435,3,1986,6.40,6.60,64.50
436,4,1986,32.10,12.40,52.20
437,5,1986,51.60,11.30,64.60
438,6,1986,41.30,18.10,52.70
439,7,1986,3.00,22.10,47.60
440,8,1986,0.90,24.20,42.10
441,9,1986,6.40,18.80,53.90
442,10,1986,12.30,12.00,56.40
443,11,1986,31.30,3.20,71.80
444,12,1986,75.90,1.00,71.40
445,1,1987,45.40,2.30,74.60
446,2,1987,31.60,3.30,70.20
447,3,1987,57.60,-0.90,72.80
448,4,1987,61.40,7.30,64.90
449,5,1987,48.10,14.20,57.90
450,6,1987,39.30,18.40,56.00
451,7,1987,22.50,22.50,47.30
452,8,1987,17.10,20.60,49.10
453,9,1987,0.00,19.60,44.50
454,10,1987,35.20,10.80,66.50
455,11,1987,74.90,6.30,73.60
456,12,1987,98.40,1.50,78.50
457,1,1988,13.60,1.30,78.30
458,2,1988,71.70,1.30,74.90
459,3,1988,61.40,3.50,71.00
460,4,1988,85.80,10.20,67.40
461,5,1988,28.50,15.30,55.50
462,6,1988,55.10,18.50,56.60
463,7,1988,50.70,22.10,51.20
464,8,1988,12.90,22.40,46.40
465,9,1988,10.20,18.30,49.60
466,10,1988,65.40,10.70,69.50
467,11,1988,76.60,3.20,77.40
468,12,1988,23.90,2.90,80.50
469,1,1989,25.60,-4.10,77.10
470,2,1989,14.40,-0.80,71.40
471,3,1989,15.70,7.90,62.40
472,4,1989,20.80,16.00,48.70
473,5,1989,40.10,14.50,57.00
474,6,1989,28.00,18.60,54.60
475,7,1989,7.90,21.80,54.90
476,8,1989,15.40,23.30,48.10
477,9,1989,0.80,17.60,53.50
478,10,1989,51.20,10.20,68.00
479,11,1989,100.70,5.90,74.70
480,12,1989,41.40,0.90,79.70
481,1,1990,40.60,-3.90,75.00
482,2,1990,25.20,0.00,74.80
483,3,1990,26.10,6.20,55.20
484,4,1990,39.00,9.90,63.20
485,5,1990,65.60,13.20,63.20
486,6,1990,33.90,17.90,57.60
487,7,1990,4.00,22.60,50.10
488,8,1990,8.10,20.90,46.20
489,9,1990,47.10,17.00,52.20
490,10,1990,24.20,12.80,58.90
491,11,1990,21.50,9.50,69.10
492,12,1990,55.30,3.00,77.10
493,1,1991,25.80,-1.10,78.90
494,2,1991,52.90,-1.40,79.80
495,3,1991,5.70,7.00,64.30
496,4,1991,77.20,9.50,70.10
497,5,1991,78.50,12.80,64.70
498,6,1991,31.90,19.20,58.60
499,7,1991,5.70,22.70,50.70
500,8,1991,31.00,21.20,57.10
501,9,1991,8.70,17.60,52.20
502,10,1991,69.20,12.70,64.90
503,11,1991,51.90,6.90,71.10
504,12,1991,89.00,-2.70,80.20
505,1,1992,11.10,-4.40,79.40
506,2,1992,20.00,-4.10,75.30
507,3,1992,25.20,2.20,73.80
508,4,1992,47.20,10.00,59.60
509,5,1992,52.20,13.60,60.20
510,6,1992,55.00,18.00,64.70
511,7,1992,49.40,18.90,61.20
512,8,1992,1.90,22.30,50.10
513,9,1992,2.80,15.90,53.60
514,10,1992,32.70,15.90,54.30
515,11,1992,44.90,5.10,68.40
516,12,1992,44.40,-1.90,80.00
517,1,1993,47.80,-3.40,76.90
518,2,1993,30.10,-1.80,75.60
519,3,1993,13.30,4.50,56.50
520,4,1993,38.00,9.10,56.90
521,5,1993,62.10,13.20,71.80
522,6,1993,27.10,18.30,52.50
523,7,1993,0.00,21.40,42.90
524,8,1993,0.30,22.00,48.70
525,9,1993,0.00,18.60,44.30
526,10,1993,0.70,15.30,45.80
527,11,1993,46.00,4.00,73.50
528,12,1993,41.80,4.10,79.90
529,1,1994,50.70,3.30,77.50
530,2,1994,45.70,1.10,76.60
531,3,1994,86.50,4.80,67.50
532,4,1994,48.10,12.90,53.20
533,5,1994,29.40,15.90,56.50
534,6,1994,2.30,19.10,47.00
535,7,1994,15.00,22.20,46.50
536,8,1994,9.20,22.00,47.30
537,9,1994,24.70,21.90,41.80
538,10,1994,39.80,15.20,64.90
539,11,1994,58.80,4.30,77.00
540,12,1994,46.40,-0.60,83.00
541,1,1995,17.80,1.80,77.40
542,2,1995,24.40,4.00,66.90
543,3,1995,60.60,5.10,68.60
544,4,1995,69.10,8.20,65.40
545,5,1995,44.00,16.10,55.20
546,6,1995,46.60,20.50,53.80
547,7,1995,25.40,20.10,59.60
548,8,1995,18.60,21.90,55.50
549,9,1995,24.50,18.30,56.60
550,10,1995,38.20,10.30,68.50
551,11,1995,88.50,1.70,76.20
552,12,1995,36.90,1.10,82.00
553,1,1996,51.70,-0.70,80.60
554,2,1996,46.10,2.70,74.40
555,3,1996,112.00,1.40,80.90
556,4,1996,61.30,7.50,66.30
557,5,1996,19.40,17.10,60.00
558,6,1996,16.60,18.60,50.90
559,7,1996,39.40,23.10,51.30
560,8,1996,14.30,21.70,54.70
561,9,1996,36.20,16.80,59.30
562,10,1996,82.70,10.40,67.20
563,11,1996,7.80,8.70,64.90
564,12,1996,57.90,5.30,80.70
565,1,1997,41.40,1.90,73.20
566,2,1997,49.20,-0.40,72.80
567,3,1997,22.50,1.90,64.20
568,4,1997,107.40,5.60,68.60
569,5,1997,65.80,16.40,59.10
570,6,1997,166.90,18.80,64.00
571,7,1997,4.90,21.40,54.10
572,8,1997,82.50,18.70,63.70
573,9,1997,9.70,14.90,57.00
574,10,1997,80.90,11.50,72.50
575,11,1997,27.50,7.20,75.60
576,12,1997,35.40,2.90,80.50
577,1,1998,14.80,1.20,75.60
578,2,1998,20.20,2.50,69.30
579,3,1998,100.80,1.90,70.40
580,4,1998,55.40,12.20,63.20
581,5,1998,75.00,14.20,73.70
582,6,1998,2.00,18.90,63.30
583,7,1998,4.50,23.70,48.80
584,8,1998,0.00,24.30,41.90
585,9,1998,10.50,18.30,53.90
586,10,1998,45.00,14.20,56.90
587,11,1998,39.70,8.60,77.90
588,12,1998,82.90,2.80,84.40
589,1,1999,30.90,2.10,79.80
590,2,1999,66.30,1.90,76.30
591,3,1999,55.10,5.20,66.10
592,4,1999,37.40,10.80,62.10
593,5,1999,12.60,16.30,49.90
594,6,1999,104.40,17.80,64.70
595,7,1999,30.50,22.60,49.50
596,8,1999,34.70,22.40,48.50
597,9,1999,4.90,18.30,50.10
598,10,1999,19.80,13.60,59.30
599,11,1999,19.00,7.00,60.10
600,12,1999,16.10,5.70,65.60
601,1,2000,68.20,-4.70,80.20
602,2,2000,65.20,-1.80,77.20
603,3,2000,46.70,3.90,59.50
604,4,2000,95.60,12.00,60.40
605,5,2000,62.10,14.10,59.80
606,6,2000,38.10,18.40,52.80
607,7,2000,0.00,25.10,38.00
608,8,2000,7.40,21.40,50.00
609,9,2000,9.70,17.80,50.70
610,10,2000,42.60,11.10,59.60
611,11,2000,12.40,9.20,53.30
612,12,2000,33.50,1.70,72.10
613,1,2001,3.40,2.70,72.60
614,2,2001,18.90,3.00,67.70
615,3,2001,56.10,11.10,56.30
616,4,2001,23.90,11.60,57.50
617,5,2001,77.30,14.00,60.40
618,6,2001,0.10,20.70,44.10
619,7,2001,4.60,24.30,48.20
620,8,2001,15.60,22.90,51.00
621,9,2001,11.20,19.90,47.80
622,10,2001,1.10,12.40,55.00
623,11,2001,60.60,6.10,75.00
624,12,2001,222.90,1.20,82.40
625,1,2002,62.10,-4.50,82.10
626,2,2002,15.20,4.50,65.30
627,3,2002,48.50,7.90,63.90
628,4,2002,94.90,9.00,73.90
629,5,2002,29.80,15.20,56.30
630,6,2002,5.40,20.00,54.10
631,7,2002,32.60,24.00,48.80
632,8,2002,3.80,21.30,55.00
633,9,2002,41.30,17.40,63.80
634,10,2002,17.80,13.20,61.00
635,11,2002,23.10,8.20,65.60
636,12,2002,59.30,-1.90,81.30
637,1,2003,35.60,4.70,75.00
638,2,2003,94.70,-3.00,80.20
639,3,2003,35.30,0.80,70.50
640,4,2003,86.20,8.20,67.40
641,5,2003,53.90,17.30,52.50
642,6,2003,9.10,20.50,46.70
643,7,2003,0.00,22.00,47.00
644,8,2003,1.80,23.10,42.20
645,9,2003,22.40,16.80,57.30
646,10,2003,36.60,14.10,58.40
647,11,2003,36.50,7.30,72.60
648,12,2003,66.40,0.90,82.40
649,1,2004,30.60,-0.70,80.60
650,2,2004,53.80,1.00,70.00
651,3,2004,18.80,6.00,55.30
652,4,2004,40.50,10.10,56.20
653,5,2004,38.60,14.40,57.20
654,6,2004,56.60,18.90,55.50
655,7,2004,27.20,22.50,45.50
656,8,2004,10.50,21.30,52.90
657,9,2004,0.00,19.00,45.40
658,10,2004,2.60,14.70,53.40
659,11,2004,52.00,6.20,64.00
660,12,2004,13.40,1.90,71.20
661,1,2005,19.20,2.60,69.00
662,2,2005,11.80,0.90,72.40
663,3,2005,86.70,5.20,70.60
664,4,2005,109.90,9.70,64.30
665,5,2005,68.50,14.90,61.90
666,6,2005,5.20,18.40,57.20
667,7,2005,17.00,23.40,52.00
668,8,2005,0.10,23.70,52.80
669,9,2005,22.90,17.50,58.50
670,10,2005,29.80,9.80,68.60
671,11,2005,89.90,5.10,72.40
672,12,2005,13.90,3.00,73.20
673,1,2006,58.40,-2.40,75.90
674,2,2006,42.80,0.40,76.30
675,3,2006,30.90,6.00,65.50
676,4,2006,26.20,11.60,56.50
677,5,2006,61.70,14.90,59.30
678,6,2006,31.10,19.70,54.30
679,7,2006,39.10,21.60,50.40
680,8,2006,1.10,26.40,41.60
681,9,2006,57.40,17.40,54.90
682,10,2006,93.80,12.50,70.40
683,11,2006,32.50,5.40,69.10
684,12,2006,6.00,0.80,67.90
685,1,2007,50.30,0.00,70.30
686,2,2007,32.50,1.10,71.70
687,3,2007,51.30,5.70,62.00
688,4,2007,38.30,7.80,57.10
689,5,2007,12.50,18.40,46.10
690,6,2007,23.10,20.90,50.70
691,7,2007,1.50,24.70,37.70
692,8,2007,10.30,24.20,43.00
693,9,2007,0.30,19.00,42.60
694,10,2007,38.50,13.60,57.60
695,11,2007,132.40,6.30,70.50
696,12,2007,73.50,0.30,77.10
697,1,2008,10.40,-3.10,72.70
698,2,2008,34.20,-0.50,66.30
699,3,2008,20.10,8.80,54.90
700,4,2008,27.60,12.70,50.60
701,5,2008,12.10,14.60,50.80
702,6,2008,29.70,20.90,44.20
703,7,2008,0.50,23.00,41.30
704,8,2008,1.00,24.90,40.60
705,9,2008,54.50,18.00,54.50
706,10,2008,52.80,11.60,65.70
707,11,2008,32.30,7.80,70.20
708,12,2008,46.20,1.50,74.60
709,1,2009,46.80,2.00,71.70
710,2,2009,74.10,2.30,75.40
711,3,2009,60.40,3.60,66.60
712,4,2009,63.50,9.30,60.30
713,5,2009,56.80,14.50,55.20
714,6,2009,7.20,20.90,43.30
715,7,2009,2.20,22.40,46.70
716,8,2009,0.20,21.70,41.50
717,9,2009,18.10,16.60,52.30
718,10,2009,37.30,15.20,51.90
719,11,2009,74.60,7.40,65.80
720,12,2009,55.40,5.00,71.90
721,1,2010,65.40,2.70,71.60
722,2,2010,47.60,5.40,65.60
723,3,2010,63.50,7.60,55.70
724,4,2010,75.80,10.30,58.90
725,5,2010,34.00,16.70,44.10
726,6,2010,64.80,19.20,53.90
727,7,2010,26.10,23.60,46.50
728,8,2010,0.00,26.50,36.50
729,9,2010,2.50,20.30,43.80
730,10,2010,58.70,11.30,65.50
731,11,2010,4.50,12.30,46.80
732,12,2010,93.50,5.70,67.90
