,Month,Year,P,Tmean,RH
65,5,1955,27.98,15.77,51.73
66,6,1955,0.00,21.01,33.99
67,7,1955,11.11,21.81,41.97
68,8,1955,9.30,20.74,45.86
69,9,1955,22.68,17.54,49.81
70,10,1955,53.95,13.50,54.56
71,11,1955,171.08,7.63,69.02
72,12,1955,93.15,3.73,74.93
73,1,1956,84.20,1.53,77.18
74,2,1956,214.24,2.41,76.14
75,3,1956,54.96,2.27,66.86
76,4,1956,0.02,11.43,47.46
77,5,1956,52.22,13.77,54.09
78,6,1956,0.94,19.88,39.74
79,7,1956,0.00,22.84,30.14
80,8,1956,0.00,23.36,27.47
81,9,1956,1.93,16.50,35.10
82,10,1956,7.05,10.63,38.19
83,11,1956,35.52,5.50,58.69
84,12,1956,83.41,1.34,78.32
85,1,1957,60.55,-0.79,75.99
86,2,1957,25.79,4.72,67.35
87,3,1957,66.33,5.99,54.14
88,4,1957,39.79,10.92,51.08
89,5,1957,78.96,14.26,60.78
90,6,1957,40.02,19.11,47.88
91,7,1957,1.05,22.66,31.51
92,8,1957,4.73,23.42,31.23
93,9,1957,31.05,19.19,46.28
94,10,1957,29.76,14.19,55.53
95,11,1957,63.47,7.40,65.38
96,12,1957,134.29,3.66,68.98
97,1,1958,191.53,2.42,77.74
98,2,1958,57.09,4.67,62.45
99,3,1958,147.42,7.78,65.94
100,4,1958,32.33,10.74,53.86
101,5,1958,51.98,15.10,51.87
102,6,1958,49.57,18.51,49.64
103,7,1958,0.16,21.79,39.31
104,8,1958,2.16,22.43,31.73
105,9,1958,32.99,16.85,48.93
106,10,1958,41.65,11.88,51.11
107,11,1958,21.21,7.29,59.25
108,12,1958,121.31,4.20,77.65
109,1,1959,288.08,2.23,75.21
110,2,1959,21.56,-4.22,69.21
111,3,1959,13.00,5.17,63.40
112,4,1959,19.73,10.74,52.04
113,5,1959,14.57,15.53,52.15
114,6,1959,34.87,18.39,45.33
115,7,1959,16.19,20.85,38.66
116,8,1959,1.50,19.94,40.83
117,9,1959,21.50,15.22,45.92
118,10,1959,71.40,9.89,56.59
119,11,1959,81.90,6.52,65.52
120,12,1959,215.50,5.18,70.16
121,1,1960,110.60,3.28,66.52
122,2,1960,65.70,3.03,65.61
123,3,1960,80.00,4.93,69.49
124,4,1960,55.40,10.38,62.91
125,5,1960,38.50,16.44,50.69
126,6,1960,34.60,17.68,53.42
127,7,1960,14.50,22.11,39.89
128,8,1960,6.00,20.74,43.91
129,9,1960,34.00,17.71,48.42
130,10,1960,28.00,14.16,47.52
131,11,1960,23.40,9.58,68.92
132,12,1960,156.00,5.54,73.31
133,1,1961,42.30,1.23,75.21
134,2,1961,243.80,1.01,77.57
135,3,1961,47.50,3.70,63.10
136,4,1961,34.90,11.62,53.88
137,5,1961,23.00,16.46,49.92
138,6,1961,29.70,19.61,47.89
139,7,1961,1.50,22.61,40.43
140,8,1961,0.00,21.84,37.63
141,9,1961,20.40,14.95,49.80
142,10,1961,46.70,12.04,56.92
143,11,1961,13.30,7.90,63.05
144,12,1961,146.30,4.68,73.32
145,1,1962,49.80,2.20,73.24
146,2,1962,158.70,1.67,74.83
147,3,1962,55.60,8.77,54.48
148,4,1962,68.00,10.18,56.39
149,5,1962,34.90,15.57,46.66
150,6,1962,6.00,20.30,33.24
151,7,1962,0.00,23.66,30.50
152,8,1962,3.50,24.03,27.05
153,9,1962,49.60,18.55,38.75
154,10,1962,65.80,13.38,64.73
155,11,1962,0.00,11.02,61.04
156,12,1962,367.90,5.54,73.59
157,1,1963,210.29,4.19,72.22
158,2,1963,140.28,5.14,71.70
159,3,1963,76.90,3.37,62.91
160,4,1963,52.09,10.27,58.27
161,5,1963,95.41,13.62,65.85
162,6,1963,31.02,18.64,50.44
163,7,1963,29.50,22.29,41.01
164,8,1963,0.00,23.01,29.96
165,9,1963,6.80,18.41,43.67
166,10,1963,48.83,13.50,56.37
167,11,1963,36.27,7.44,61.73
168,12,1963,68.73,3.07,65.98
169,1,1964,16.80,-5.30,52.50
170,2,1964,111.70,0.80,70.90
171,3,1964,52.90,7.00,59.20
172,4,1964,2.80,9.60,34.20
173,5,1964,41.80,13.50,49.40
174,6,1964,34.50,18.50,46.80
175,7,1964,0.00,23.30,25.40
176,8,1964,0.80,22.00,26.00
177,9,1964,25.80,17.50,38.30
178,10,1964,5.30,13.90,36.90
179,11,1964,83.50,7.20,42.90
180,12,1964,156.70,3.90,74.50
181,1,1965,106.60,1.20,75.70
182,2,1965,285.00,0.90,70.90
183,3,1965,32.50,6.60,52.80
184,4,1965,72.80,10.00,50.10
185,5,1965,81.50,14.00,47.50
186,6,1965,16.90,20.20,36.20
187,7,1965,6.70,23.30,25.00
188,8,1965,8.00,23.30,24.10
189,9,1965,0.00,19.80,20.30
190,10,1965,15.60,10.00,41.50
191,11,1965,47.00,7.00,54.40
192,12,1965,311.70,2.30,77.90
193,1,1966,426.50,2.50,76.10
194,2,1966,69.80,-3.50,75.60
195,3,1966,139.50,5.60,60.60
196,4,1966,14.80,11.50,47.70
197,5,1966,35.00,14.30,43.30
198,6,1966,15.30,18.90,35.60
199,7,1966,0.00,23.37,33.58
200,8,1966,12.50,23.00,36.60
201,9,1966,26.00,16.60,47.50
202,10,1966,0.00,13.50,51.80
203,11,1966,47.30,10.10,64.70
204,12,1966,327.20,3.20,76.90
205,1,1967,136.00,-0.80,72.00
206,2,1967,54.54,-1.76,69.05
207,3,1967,96.00,3.20,68.90
208,4,1967,186.50,9.10,57.20
209,5,1967,83.00,14.10,57.10
210,6,1967,10.00,17.70,42.70
211,7,1967,12.00,19.70,45.90
212,8,1967,0.00,20.90,42.50
213,9,1967,38.10,16.60,47.50
214,10,1967,29.70,12.50,61.30
215,11,1967,111.00,5.60,75.40
216,12,1967,157.80,3.50,76.60
217,1,1968,300.10,-1.80,75.40
218,2,1968,98.80,0.10,79.20
219,3,1968,153.30,4.60,67.30
220,4,1968,62.10,13.00,53.80
221,5,1968,26.20,17.20,55.40
222,6,1968,43.00,18.90,51.80
223,7,1968,7.00,23.60,37.10
224,8,1968,10.10,21.50,42.90
225,9,1968,58.10,17.20,57.80
226,10,1968,59.10,12.10,69.70
227,11,1968,133.00,7.80,76.80
228,12,1968,213.60,4.10,80.10
229,1,1969,149.60,0.00,79.10
230,2,1969,83.30,3.50,73.00
231,3,1969,65.80,6.80,70.50
232,4,1969,89.10,7.10,65.10
233,5,1969,69.40,16.00,59.70
234,6,1969,29.80,20.50,47.20
235,7,1969,0.20,21.70,38.70
236,8,1969,0.10,23.80,32.90
237,9,1969,5.20,19.50,42.30
238,10,1969,40.00,12.40,61.70
239,11,1969,68.80,7.40,65.90
240,12,1969,289.10,5.30,77.40
241,1,1970,86.60,4.00,79.80
242,2,1970,147.10,4.80,70.60
243,3,1970,110.90,7.50,59.40
244,4,1970,20.00,12.90,51.10
245,5,1970,37.30,14.50,48.60
246,6,1970,30.50,20.00,46.00
247,7,1970,9.30,23.40,41.50
248,8,1970,8.20,22.20,38.10
249,9,1970,37.80,18.10,47.80
250,10,1970,112.40,10.80,66.60
251,11,1970,92.60,8.00,74.30
252,12,1970,132.60,-0.10,81.80
253,1,1971,19.10,5.10,67.20
254,2,1971,78.90,2.30,72.50
255,3,1971,64.70,6.10,64.50
256,4,1971,96.70,9.00,66.60
257,5,1971,24.30,15.30,58.80
258,6,1971,21.50,19.70,47.40
259,7,1971,0.80,23.30,41.10
260,8,1971,7.60,21.70,45.40
261,9,1971,2.40,19.90,45.80
262,10,1971,27.00,10.90,59.00
263,11,1971,123.10,7.60,68.40
264,12,1971,134.80,0.20,73.70
265,1,1972,30.10,-4.50,81.30
266,2,1972,128.90,-3.20,78.20
267,3,1972,26.20,5.40,63.30
268,4,1972,41.60,12.60,55.00
269,5,1972,48.10,15.30,53.80
270,6,1972,69.00,19.00,58.30
271,7,1972,11.20,22.60,47.50
272,8,1972,23.70,22.20,49.30
273,9,1972,7.80,19.70,50.60
274,10,1972,78.80,13.10,63.20
275,11,1972,40.60,5.50,68.90
276,12,1972,17.30,-0.80,66.50
277,1,1973,41.30,-2.70,75.00
278,2,1973,108.20,3.10,71.70
279,3,1973,85.70,4.20,66.60
280,4,1973,35.30,9.60,61.60
281,5,1973,25.20,16.30,51.10
282,6,1973,29.30,18.30,51.00
283,7,1973,0.00,24.00,37.00
284,8,1973,22.20,22.80,40.10
285,9,1973,4.10,20.10,42.90
286,10,1973,44.60,13.40,56.00
287,11,1973,27.20,3.80,66.00
288,12,1973,78.90,1.70,77.20
289,1,1974,68.60,-4.40,75.50
290,2,1974,47.80,1.50,72.10
291,3,1974,44.80,7.70,65.00
292,4,1974,38.30,9.70,55.50
293,5,1974,22.20,15.50,52.00
294,6,1974,5.10,21.10,43.10
295,7,1974,0.00,23.10,38.10
296,8,1974,36.80,21.60,47.60
297,9,1974,14.60,17.00,46.60
298,10,1974,54.60,16.00,52.80
299,11,1974,28.20,7.30,69.70
300,12,1974,178.10,-1.40,84.50
301,1,1975,222.20,-4.30,85.40
302,2,1975,94.20,-0.50,85.60
303,3,1975,69.60,6.90,62.10
304,4,1975,53.00,12.00,60.50
305,5,1975,56.00,14.20,66.00
306,6,1975,48.40,18.80,55.80
307,7,1975,7.70,23.20,44.70
308,8,1975,21.80,22.00,42.20
309,9,1975,0.00,18.40,44.60
310,10,1975,81.00,12.00,56.90
311,11,1975,90.10,5.90,66.40
312,12,1975,88.00,-1.50,80.10
313,1,1976,150.00,-1.20,75.10
314,2,1976,77.30,-3.30,75.10
315,3,1976,48.60,5.10,71.90
316,4,1976,54.10,9.60,64.40
317,5,1976,51.20,14.80,61.00
318,6,1976,13.10,18.80,51.40
319,7,1976,22.60,21.60,43.30
320,8,1976,14.60,21.20,45.30
321,9,1976,6.20,17.50,47.40
322,10,1976,174.20,13.40,62.30
323,11,1976,69.10,8.00,66.60
324,12,1976,186.80,3.10,75.10
325,1,1977,85.30,-1.40,77.30
326,2,1977,40.90,6.00,64.80
327,3,1977,66.10,4.90,68.50
328,4,1977,181.70,9.70,65.40
329,5,1977,21.50,15.80,54.30
330,6,1977,36.90,19.70,48.30
331,7,1977,5.80,23.40,41.20
332,8,1977,0.00,23.70,35.70
333,9,1977,46.50,18.50,51.30
334,10,1977,25.40,9.80,59.80
335,11,1977,9.30,9.70,58.00
336,12,1977,85.30,0.10,78.70
337,1,1978,155.40,2.60,79.10
338,2,1978,206.60,5.20,67.70
339,3,1978,142.30,6.00,69.80
340,4,1978,30.00,10.70,60.00
341,5,1978,6.10,17.30,43.10
342,6,1978,36.10,19.90,42.70
343,7,1978,0.00,24.30,35.10
344,8,1978,0.00,21.90,39.00
345,9,1978,32.80,17.30,54.20
346,10,1978,107.20,13.80,59.00
347,11,1978,60.30,4.20,63.30
348,12,1978,155.20,3.90,79.60
349,1,1979,249.00,1.10,77.40
350,2,1979,46.00,4.80,71.40
351,3,1979,31.00,7.90,62.30
352,4,1979,47.20,10.80,58.30
353,5,1979,48.90,15.20,61.20
354,6,1979,13.90,19.30,56.30
355,7,1979,21.60,21.60,47.40
356,8,1979,0.60,23.40,42.70
357,9,1979,1.20,19.60,44.30
358,10,1979,50.00,13.40,65.80
359,11,1979,118.30,8.30,71.90
360,12,1979,135.20,2.40,78.70
361,1,1980,171.60,-0.80,77.00
362,2,1980,70.40,0.90,78.50
363,3,1980,109.00,4.80,71.50
364,4,1980,62.30,10.00,61.70
365,5,1980,63.00,15.10,54.70
366,6,1980,6.50,20.90,41.10
367,7,1980,0.90,25.40,37.00
368,8,1980,0.00,23.40,39.40
369,9,1980,10.70,17.70,48.40
370,10,1980,49.10,13.90,58.40
371,11,1980,82.90,7.90,71.60
372,12,1980,166.10,3.30,71.00
373,1,1981,468.80,1.60,79.80
374,2,1981,96.30,1.60,76.90
375,3,1981,27.70,7.90,61.20
376,4,1981,18.30,10.60,50.60
377,5,1981,50.00,13.40,54.70
378,6,1981,41.80,20.40,47.60
379,7,1981,6.70,23.50,41.80
380,8,1981,13.70,22.90,41.00
381,9,1981,0.00,20.10,38.90
382,10,1981,4.00,15.70,50.00
383,11,1981,122.20,5.20,70.40
384,12,1981,277.10,6.00,76.00
385,1,1982,108.10,2.50,74.10
386,2,1982,26.00,-0.60,73.70
387,3,1982,45.60,4.10,67.60
388,4,1982,74.80,10.90,63.70
389,5,1982,42.80,15.20,56.50
390,6,1982,53.70,19.50,54.30
391,7,1982,10.50,20.90,48.90
392,8,1982,20.40,22.50,46.80
393,9,1982,4.00,19.20,51.00
394,10,1982,47.30,12.60,66.90
395,11,1982,20.40,4.40,65.30
396,12,1982,99.30,2.00,71.40
397,1,1983,119.60,-4.00,74.10
398,2,1983,100.70,-1.00,75.60
399,3,1983,69.80,2.90,72.50
400,4,1983,20.70,11.30,60.50
401,5,1983,23.20,15.90,57.00
402,6,1983,31.20,18.50,57.50
403,7,1983,0.30,22.10,48.40
404,8,1983,28.80,21.30,46.40
405,9,1983,2.60,18.60,47.00
406,10,1983,32.00,11.30,63.00
407,11,1983,137.60,8.40,74.40
408,12,1983,156.80,3.50,81.30
409,1,1984,92.70,2.50,80.40
410,2,1984,51.30,4.40,69.30
411,3,1984,86.70,5.90,68.90
412,4,1984,74.50,8.60,67.10
413,5,1984,2.50,17.00,53.50
414,6,1984,1.70,20.50,48.80
415,7,1984,0.60,22.40,48.40
416,8,1984,4.80,20.20,51.20
417,9,1984,5.70,20.10,46.00
418,10,1984,0.00,13.90,44.20
419,11,1984,83.00,6.80,76.30
420,12,1984,71.40,-2.00,79.70
421,1,1985,139.90,4.10,76.20
422,2,1985,87.10,-1.60,70.40
423,3,1985,31.90,4.80,66.00
424,4,1985,31.20,12.20,58.20
425,5,1985,26.80,16.50,64.80
426,6,1985,21.30,20.60,56.90
427,7,1985,0.00,22.00,48.30
428,8,1985,0.30,24.50,46.80
429,9,1985,3.60,19.10,51.50
430,10,1985,128.60,9.80,67.60
431,11,1985,186.80,8.50,77.50
432,12,1985,47.50,2.30,81.60
433,1,1986,138.20,3.50,77.70
434,2,1986,84.50,3.70,77.10
435,3,1986,1.90,7.80,63.20
436,4,1986,23.80,13.30,53.00
437,5,1986,55.80,12.30,65.70
438,6,1986,23.70,19.30,56.10
439,7,1986,0.00,24.90,46.00
440,8,1986,1.20,25.20,45.20
441,9,1986,10.50,20.00,58.70
442,10,1986,4.90,12.80,61.60
443,11,1986,48.70,3.50,75.10
444,12,1986,166.20,1.00,75.10
445,1,1987,167.50,2.90,76.10
446,2,1987,58.50,4.30,74.10
447,3,1987,169.70,-0.40,78.20
448,4,1987,55.30,8.60,61.00
449,5,1987,64.50,15.20,58.00
450,6,1987,34.60,19.70,55.10
451,7,1987,20.40,23.70,47.10
452,8,1987,0.00,22.50,47.80
453,9,1987,4.80,19.80,46.50
454,10,1987,53.10,11.50,66.40
455,11,1987,116.60,6.00,77.90
456,12,1987,126.80,2.70,79.80
457,1,1988,30.60,2.10,76.10
458,2,1988,113.70,2.50,74.30
459,3,1988,164.90,3.60,74.50
460,4,1988,75.20,10.70,70.90
461,5,1988,60.50,16.10,60.00
462,6,1988,18.90,19.90,58.90
463,7,1988,12.20,23.80,55.10
464,8,1988,1.90,23.20,48.90
465,9,1988,28.50,19.40,53.90
466,10,1988,79.00,11.90,73.60
467,11,1988,230.40,3.30,78.10
468,12,1988,94.60,2.80,81.90
469,1,1989,89.10,-8.70,83.10
470,2,1989,27.40,-4.00,79.00
471,3,1989,31.80,7.60,68.00
472,4,1989,36.80,15.20,52.80
473,5,1989,42.60,16.40,56.10
474,6,1989,12.80,19.90,51.60
475,7,1989,2.90,23.50,50.40
476,8,1989,15.40,24.00,47.80
477,9,1989,0.20,19.10,52.80
478,10,1989,109.10,10.70,75.20
479,11,1989,228.10,7.20,80.20
480,12,1989,102.10,0.30,86.40
481,1,1990,27.60,-2.80,76.30
482,2,1990,104.60,1.10,80.40
483,3,1990,49.40,6.20,64.60
484,4,1990,60.30,10.40,62.50
485,5,1990,73.40,14.00,66.10
486,6,1990,11.40,19.40,53.10
487,7,1990,4.80,24.60,50.30
488,8,1990,0.00,22.30,49.80
489,9,1990,71.70,17.90,63.30
490,10,1990,56.20,12.80,66.70
491,11,1990,54.70,8.60,73.20
492,12,1990,131.60,3.80,78.20
493,1,1991,83.40,-1.30,84.80
494,2,1991,86.10,-2.30,83.50
495,3,1991,18.70,8.40,67.00
496,4,1991,69.40,11.10,67.20
497,5,1991,61.30,14.30,59.40
498,6,1991,2.60,20.80,56.20
499,7,1991,26.20,23.00,52.00
500,8,1991,1.10,23.30,52.30
501,9,1991,5.70,18.90,54.60
502,10,1991,52.40,13.80,68.70
503,11,1991,69.10,6.60,79.60
504,12,1991,309.10,-1.80,88.30
505,1,1992,13.50,-4.00,82.90
506,2,1992,60.30,-6.70,81.60
507,3,1992,96.10,2.50,75.60
508,4,1992,45.80,10.90,60.00
509,5,1992,58.30,14.80,61.00
510,6,1992,30.70,19.30,60.30
511,7,1992,29.90,21.00,53.00
512,8,1992,6.70,22.90,49.30
513,9,1992,3.80,17.20,52.40
514,10,1992,4.60,16.00,54.90
515,11,1992,99.90,5.70,74.10
516,12,1992,114.00,-2.10,84.00
517,1,1993,58.10,-3.50,85.80
518,2,1993,139.70,-1.30,81.80
519,3,1993,56.80,4.90,68.70
520,4,1993,46.90,11.30,57.70
521,5,1993,85.10,13.70,76.80
522,6,1993,45.10,19.50,62.30
523,7,1993,1.30,23.00,52.80
524,8,1993,0.00,23.70,54.30
525,9,1993,0.00,19.30,55.80
526,10,1993,21.10,14.70,58.30
527,11,1993,73.20,5.10,72.30
528,12,1993,110.60,3.50,84.30
529,1,1994,152.00,3.70,83.60
530,2,1994,83.70,1.80,79.50
531,3,1994,84.20,5.70,70.80
532,4,1994,60.70,13.00,61.50
533,5,1994,55.20,16.50,62.70
534,6,1994,0.00,20.50,50.60
535,7,1994,9.40,23.90,50.80
536,8,1994,5.90,23.80,47.50
537,9,1994,0.10,22.10,49.10
538,10,1994,62.40,15.10,70.40
539,11,1994,187.10,5.10,79.70
540,12,1994,130.90,0.00,87.80
541,1,1995,152.90,2.20,82.10
542,2,1995,27.80,4.10,75.00
543,3,1995,121.60,6.10,70.80
544,4,1995,122.70,9.00,68.00
545,5,1995,27.10,17.10,57.00
546,6,1995,17.90,22.20,53.20
547,7,1995,16.60,21.50,57.90
548,8,1995,7.10,23.60,55.50
549,9,1995,3.10,19.90,55.70
550,10,1995,73.20,10.90,66.10
551,11,1995,298.10,2.00,75.90
552,12,1995,31.40,2.10,79.80
553,1,1996,84.90,-0.60,79.80
554,2,1996,112.40,3.80,73.90
555,3,1996,199.80,3.30,80.80
556,4,1996,108.00,8.90,65.90
557,5,1996,13.50,17.70,60.70
558,6,1996,12.50,20.70,51.30
559,7,1996,8.60,25.10,49.20
560,8,1996,32.90,23.70,53.80
561,9,1996,32.30,18.80,58.80
562,10,1996,69.30,11.50,71.10
563,11,1996,16.60,8.50,70.50
564,12,1996,144.50,6.40,80.10
565,1,1997,36.00,2.10,76.60
566,2,1997,44.30,0.30,75.20
567,3,1997,29.60,3.00,68.20
568,4,1997,128.80,6.90,72.00
569,5,1997,51.70,17.00,68.20
570,6,1997,55.00,20.20,67.30
571,7,1997,0.00,23.60,52.70
572,8,1997,30.80,21.40,63.60
573,9,1997,20.00,16.90,60.10
574,10,1997,135.10,12.80,77.40
575,11,1997,62.70,7.50,76.00
576,12,1997,178.90,3.90,80.60
577,1,1998,58.20,1.50,78.00
578,2,1998,14.10,3.20,68.90
579,3,1998,133.70,3.40,70.80
580,4,1998,50.90,12.60,63.60
581,5,1998,59.50,15.90,66.20
582,6,1998,28.00,20.60,62.10
583,7,1998,18.60,25.40,48.40
584,8,1998,0.80,25.90,46.20
585,9,1998,1.30,19.60,63.10
586,10,1998,47.80,14.50,60.80
587,11,1998,81.50,10.00,73.70
588,12,1998,253.50,4.00,81.90
589,1,1999,194.30,2.70,81.10
590,2,1999,232.90,3.30,75.60
591,3,1999,41.80,6.40,67.80
592,4,1999,11.10,12.00,61.00
593,5,1999,12.40,17.90,55.40
594,6,1999,51.60,20.00,62.90
595,7,1999,20.10,24.70,48.20
596,8,1999,55.60,24.20,51.60
597,9,1999,8.30,19.40,58.60
598,10,1999,42.30,14.30,68.00
599,11,1999,18.90,7.40,64.80
600,12,1999,38.30,5.20,73.80
601,1,2000,148.80,-4.20,80.40
602,2,2000,158.90,-1.40,81.80
603,3,2000,82.50,4.30,70.10
604,4,2000,42.50,12.40,67.70
605,5,2000,117.40,14.30,73.40
606,6,2000,39.30,19.90,59.90
607,7,2000,0.00,26.20,55.10
608,8,2000,7.80,23.10,62.60
609,9,2000,18.40,18.90,65.20
610,10,2000,42.70,11.30,74.00
611,11,2000,45.30,7.60,71.20
612,12,2000,95.90,2.90,77.80
613,1,2001,12.80,3.40,77.40
614,2,2001,92.90,3.10,75.50
615,3,2001,9.80,11.10,61.70
616,4,2001,62.30,11.30,69.10
617,5,2001,99.70,14.30,73.50
618,6,2001,0.10,21.50,60.00
619,7,2001,6.20,25.60,60.10
620,8,2001,10.00,24.30,62.70
621,9,2001,5.00,20.50,62.00
622,10,2001,15.10,12.50,64.10
623,11,2001,168.40,6.80,79.80
624,12,2001,487.40,3.00,87.30
625,1,2002,116.10,-5.40,89.10
626,2,2002,28.00,3.90,77.00
627,3,2002,102.20,8.20,72.80
628,4,2002,97.40,10.20,78.40
629,5,2002,17.90,16.00,64.10
630,6,2002,16.20,20.50,57.80
631,7,2002,54.70,24.00,58.20
632,8,2002,50.60,22.30,60.30
633,9,2002,44.20,17.90,68.50
634,10,2002,27.10,13.50,66.10
635,11,2002,105.00,8.10,71.50
636,12,2002,108.90,-1.30,79.90
637,1,2003,44.60,5.90,75.10
638,2,2003,264.90,-1.10,78.20
639,3,2003,78.00,2.90,75.10
640,4,2003,59.60,10.20,66.00
641,5,2003,36.30,17.20,58.70
642,6,2003,36.40,20.60,55.80
643,7,2003,0.00,24.00,52.70
644,8,2003,2.40,23.90,55.30
645,9,2003,47.40,17.80,66.30
646,10,2003,36.40,15.10,64.30
647,11,2003,34.80,7.40,73.70
648,12,2003,229.80,1.50,81.90
649,1,2004,210.50,-0.20,82.70
650,2,2004,108.50,1.80,74.50
651,3,2004,32.60,7.40,59.50
652,4,2004,45.10,11.00,63.10
653,5,2004,42.90,15.20,62.90
654,6,2004,31.90,20.20,57.90
655,7,2004,0.80,23.80,48.10
656,8,2004,0.10,23.30,54.00
657,9,2004,0.00,18.90,52.10
658,10,2004,28.10,14.60,63.60
659,11,2004,99.60,6.00,74.80
660,12,2004,16.10,2.00,73.90
661,1,2005,93.30,3.20,70.80
662,2,2005,83.30,1.80,67.60
663,3,2005,57.20,7.00,61.10
664,4,2005,92.30,10.90,60.50
665,5,2005,10.10,15.90,57.50
666,6,2005,17.00,20.30,54.00
667,7,2005,5.90,25.00,48.80
668,8,2005,19.80,24.60,49.20
669,9,2005,36.50,18.10,60.80
670,10,2005,54.60,10.70,68.50
671,11,2005,116.80,5.50,69.50
672,12,2005,73.60,3.00,71.40
673,1,2006,110.90,-1.60,77.30
674,2,2006,124.30,1.60,76.90
675,3,2006,93.70,7.10,65.40
676,4,2006,28.70,12.00,58.00
677,5,2006,40.00,16.10,57.50
678,6,2006,6.90,21.60,52.10
679,7,2006,21.80,23.30,49.60
680,8,2006,14.40,26.40,49.80
681,9,2006,33.30,19.00,61.00
682,10,2006,163.40,13.60,74.30
683,11,2006,95.60,5.50,74.80
684,12,2006,2.10,1.20,67.20
685,1,2007,72.20,-2.00,80.90
686,2,2007,72.80,1.00,80.40
687,3,2007,81.00,6.50,67.60
688,4,2007,14.00,9.10,59.10
689,5,2007,7.00,18.50,53.10
690,6,2007,34.20,22.00,51.90
691,7,2007,6.50,25.20,40.00
692,8,2007,2.10,25.00,51.70
693,9,2007,25.00,19.30,52.10
694,10,2007,33.60,13.40,65.60
695,11,2007,195.00,7.30,73.70
696,12,2007,222.20,1.60,81.60
697,1,2008,46.10,-1.50,69.30
698,2,2008,63.00,-4.50,80.00
699,3,2008,63.30,9.60,56.50
700,4,2008,28.50,13.60,53.80
701,5,2008,43.30,15.40,59.10
702,6,2008,0.80,22.10,47.50
703,7,2008,8.70,24.60,45.10
704,8,2008,0.00,25.40,46.80
705,9,2008,73.90,19.60,58.70
706,10,2008,37.10,12.50,72.60
707,11,2008,65.30,8.90,73.50
708,12,2008,88.40,1.40,76.90
709,1,2009,227.90,2.30,76.90
710,2,2009,245.00,2.80,77.80
711,3,2009,89.20,4.80,68.30
712,4,2009,47.10,10.70,63.80
713,5,2009,80.00,15.10,58.20
714,6,2009,40.20,21.00,59.00
715,7,2009,13.30,23.70,56.40
716,8,2009,5.20,22.70,54.50
717,9,2009,33.00,18.30,61.60
718,10,2009,24.90,15.40,61.60
719,11,2009,188.50,7.30,71.80
720,12,2009,207.70,5.80,75.00
721,1,2010,135.00,4.00,74.80
722,2,2010,118.30,6.30,66.80
723,3,2010,27.40,9.30,61.20
724,4,2010,65.50,11.60,64.90
725,5,2010,20.30,17.50,53.70
726,6,2010,62.90,20.10,57.30
727,7,2010,16.00,25.30,49.20
728,8,2010,0.30,27.10,40.90
729,9,2010,11.60,21.30,50.90
730,10,2010,133.30,12.90,67.80
731,11,2010,41.30,10.50,63.00
732,12,2010,281.90,5.20,71.30
