,Month,Year,P,Tmean,RH
294,6,1974,10.90,20.50,51.30
295,7,1974,9.40,21.80,46.10
296,8,1974,13.50,20.20,55.60
297,9,1974,22.00,15.30,53.40
298,10,1974,17.60,15.40,55.50
299,11,1974,14.20,6.70,68.30
300,12,1974,47.90,-0.60,76.90
301,1,1975,33.60,-1.10,74.70
302,2,1975,46.00,0.20,72.20
303,3,1975,43.40,7.30,56.40
304,4,1975,51.20,12.50,59.40
305,5,1975,58.20,13.60,66.70
306,6,1975,89.90,18.10,58.80
307,7,1975,1.50,21.70,52.40
308,8,1975,9.00,20.20,50.20
309,9,1975,1.70,16.90,52.40
310,10,1975,26.60,10.90,59.50
311,11,1975,42.80,5.30,66.90
312,12,1975,27.70,-2.00,75.40
313,1,1976,55.10,-1.30,72.50
314,2,1976,23.00,-2.10,66.90
315,3,1976,29.40,4.90,66.00
316,4,1976,62.00,9.80,61.10
317,5,1976,103.90,14.40,63.00
318,6,1976,9.20,18.10,56.90
319,7,1976,3.80,20.60,51.60
320,8,1976,3.60,19.20,53.30
321,9,1976,7.90,15.60,52.50
322,10,1976,84.30,12.00,67.20
323,11,1976,26.20,7.40,68.40
324,12,1976,112.00,2.50,74.30
325,1,1977,41.90,0.00,70.60
326,2,1977,16.80,6.40,62.30
327,3,1977,45.60,4.80,66.30
328,4,1977,115.30,9.40,65.00
329,5,1977,12.80,15.20,57.20
330,6,1977,39.50,18.90,55.00
331,7,1977,4.30,21.90,54.10
332,8,1977,0.00,21.70,52.20
333,9,1977,31.00,16.80,58.80
334,10,1977,47.30,8.50,63.30
335,11,1977,2.80,9.40,58.60
336,12,1977,34.80,0.00,72.10
337,1,1978,80.60,1.90,71.90
338,2,1978,25.00,5.60,62.40
339,3,1978,64.10,6.30,65.90
340,4,1978,36.50,9.90,64.00
341,5,1978,32.80,15.60,54.10
342,6,1978,5.70,18.60,53.40
343,7,1978,0.30,22.20,49.60
344,8,1978,0.00,19.80,49.70
345,9,1978,34.40,16.10,59.30
346,10,1978,73.60,12.00,65.20
347,11,1978,1.40,2.90,67.90
348,12,1978,34.10,3.40,71.90
349,1,1979,47.20,2.60,67.80
350,2,1979,15.10,5.20,65.70
351,3,1979,21.30,8.30,57.70
352,4,1979,42.90,10.20,59.10
353,5,1979,45.00,13.90,63.50
354,6,1979,68.10,18.30,58.90
355,7,1979,7.50,20.30,53.50
356,8,1979,6.80,22.30,49.60
357,9,1979,10.10,17.30,55.40
358,10,1979,91.10,12.20,67.60
359,11,1979,63.20,6.90,74.40
360,12,1979,29.80,2.50,71.90
361,1,1980,50.30,-1.10,72.00
362,2,1980,19.60,0.80,72.70
363,3,1980,23.40,4.60,65.60
364,4,1980,79.70,9.20,61.80
365,5,1980,64.40,14.60,56.40
366,6,1980,25.30,18.60,53.10
367,7,1980,0.00,24.10,51.40
368,8,1980,3.90,21.60,51.50
369,9,1980,13.60,15.60,55.70
370,10,1980,33.70,12.70,60.80
371,11,1980,36.00,7.70,67.30
372,12,1980,23.70,3.10,71.80
373,1,1981,81.70,3.10,72.10
374,2,1981,31.00,1.70,73.80
375,3,1981,19.10,7.40,63.10
376,4,1981,16.00,10.00,53.50
377,5,1981,57.70,12.40,54.50
378,6,1981,60.70,19.50,52.50
379,7,1981,21.50,22.00,49.70
380,8,1981,4.40,20.50,51.30
381,9,1981,7.70,17.00,50.60
382,10,1981,25.00,13.70,61.00
383,11,1981,33.90,4.90,68.40
384,12,1981,58.60,6.70,65.50
385,1,1982,23.90,1.70,70.30
386,2,1982,17.00,-0.40,62.40
387,3,1982,50.40,3.80,61.90
388,4,1982,75.00,10.70,59.60
389,5,1982,37.30,14.30,57.50
390,6,1982,55.10,18.20,53.80
391,7,1982,39.50,19.50,51.50
392,8,1982,19.60,20.40,50.90
393,9,1982,10.50,17.10,53.70
394,10,1982,31.80,11.20,63.80
395,11,1982,10.60,3.80,59.20
396,12,1982,17.90,2.60,63.20
397,1,1983,32.50,-3.60,69.40
398,2,1983,46.70,0.00,65.40
399,3,1983,67.00,4.50,61.70
400,4,1983,36.60,11.00,55.90
401,5,1983,41.20,15.00,56.80
402,6,1983,20.40,17.50,55.40
403,7,1983,10.70,21.00,52.00
404,8,1983,3.10,19.60,50.40
405,9,1983,14.50,16.10,51.40
406,10,1983,15.10,9.80,60.90
407,11,1983,55.60,7.10,66.90
408,12,1983,84.90,3.10,75.20
409,1,1984,24.80,2.70,72.50
410,2,1984,22.60,3.60,66.60
411,3,1984,60.80,5.50,64.50
412,4,1984,81.60,8.10,63.80
413,5,1984,37.70,15.40,55.40
414,6,1984,39.70,18.70,52.40
415,7,1984,14.00,20.80,50.30
416,8,1984,22.70,18.50,52.00
417,9,1984,0.00,18.60,45.00
418,10,1984,1.50,11.10,50.80
419,11,1984,28.60,6.90,63.00
420,12,1984,13.90,-3.00,72.40
421,1,1985,45.50,3.50,68.10
422,2,1985,61.10,-3.20,66.50
423,3,1985,27.00,2.30,69.00
424,4,1985,44.30,11.60,55.60
425,5,1985,63.80,16.50,64.10
426,6,1985,7.50,19.30,64.20
427,7,1985,7.10,20.20,59.70
428,8,1985,10.70,22.80,58.60
429,9,1985,0.30,16.60,62.40
430,10,1985,105.40,8.40,74.90
431,11,1985,61.50,8.30,77.70
432,12,1985,48.60,2.10,80.10
433,1,1986,26.70,3.60,74.50
434,2,1986,44.10,3.80,74.50
435,3,1986,3.40,7.00,66.70
436,4,1986,41.80,12.30,63.60
437,5,1986,51.60,12.00,72.40
438,6,1986,14.10,18.60,63.70
439,7,1986,3.30,23.40,56.60
440,8,1986,32.60,23.50,54.70
441,9,1986,61.80,18.40,67.70
442,10,1986,13.80,11.20,69.30
443,11,1986,40.60,2.20,80.00
444,12,1986,54.90,0.70,77.40
445,1,1987,51.50,3.00,73.00
446,2,1987,40.40,3.80,74.00
447,3,1987,53.80,-0.70,78.60
448,4,1987,51.10,8.30,64.30
449,5,1987,32.10,14.60,65.00
450,6,1987,70.90,18.40,62.20
451,7,1987,30.30,21.90,62.90
452,8,1987,4.20,20.10,61.10
453,9,1987,0.00,17.30,53.40
454,10,1987,31.50,10.50,72.60
455,11,1987,75.50,5.70,76.70
456,12,1987,70.40,2.10,77.30
457,1,1988,9.00,1.70,74.10
458,2,1988,49.90,2.40,71.90
459,3,1988,46.70,4.10,64.80
460,4,1988,124.20,10.40,70.20
461,5,1988,33.10,15.40,64.60
462,6,1988,61.10,18.80,67.60
463,7,1988,35.90,22.40,62.20
464,8,1988,0.20,21.10,59.50
465,9,1988,5.60,16.90,62.30
466,10,1988,64.20,10.70,75.10
467,11,1988,64.10,3.40,74.40
468,12,1988,19.20,3.40,78.40
469,1,1989,50.00,-6.60,79.40
470,2,1989,6.50,-3.30,77.90
471,3,1989,38.10,7.50,68.20
472,4,1989,3.90,15.40,55.20
473,5,1989,67.40,14.90,63.40
474,6,1989,4.80,18.90,57.80
475,7,1989,2.20,22.60,58.90
476,8,1989,0.50,23.10,55.50
477,9,1989,0.00,17.20,61.70
478,10,1989,57.40,9.60,76.20
479,11,1989,110.50,6.00,77.90
480,12,1989,46.90,1.10,80.80
481,1,1990,24.70,-4.40,80.00
482,2,1990,28.00,0.50,79.30
483,3,1990,9.40,5.80,63.20
484,4,1990,29.30,10.10,65.30
485,5,1990,80.30,13.20,70.40
486,6,1990,16.10,18.50,59.80
487,7,1990,10.90,23.10,60.10
488,8,1990,0.10,20.50,57.90
489,9,1990,32.40,16.90,63.90
490,10,1990,32.60,11.90,67.80
491,11,1990,28.10,9.10,70.00
492,12,1990,56.60,2.90,79.20
493,1,1991,28.50,-0.80,79.50
494,2,1991,45.70,-1.50,79.40
495,3,1991,12.50,7.70,69.40
496,4,1991,83.30,10.50,71.90
497,5,1991,42.30,13.70,67.10
498,6,1991,3.90,20.00,63.50
499,7,1991,14.70,23.10,59.10
500,8,1991,20.70,22.40,63.30
501,9,1991,14.30,17.20,63.60
502,10,1991,66.10,12.80,72.20
503,11,1991,42.10,5.80,77.70
504,12,1991,83.40,-2.50,82.40
505,1,1992,5.90,-5.80,79.10
506,2,1992,21.10,-5.20,76.10
507,3,1992,29.30,2.70,74.60
508,4,1992,30.40,10.90,63.60
509,5,1992,73.00,13.70,66.80
510,6,1992,47.20,18.50,66.70
511,7,1992,43.30,19.20,64.60
512,8,1992,5.10,21.20,60.70
513,9,1992,0.40,15.00,64.20
514,10,1992,12.00,15.30,58.60
515,11,1992,47.30,4.70,70.90
516,12,1992,68.80,-1.90,78.70
517,1,1993,40.80,-5.30,78.50
518,2,1993,32.40,-1.20,71.30
519,3,1993,23.60,4.50,63.10
520,4,1993,15.60,10.20,56.90
521,5,1993,118.40,13.60,73.90
522,6,1993,14.10,18.60,59.80
523,7,1993,0.00,21.80,52.90
524,8,1993,0.50,22.00,58.30
525,9,1993,1.40,17.50,62.50
526,10,1993,0.00,12.10,59.90
527,11,1993,32.00,3.30,69.40
528,12,1993,28.00,3.70,72.70
529,1,1994,50.70,2.90,74.30
530,2,1994,21.50,1.30,74.00
531,3,1994,69.60,5.30,66.20
532,4,1994,38.00,12.80,57.10
533,5,1994,21.30,16.60,59.40
534,6,1994,1.20,20.20,52.50
535,7,1994,8.00,22.60,55.80
536,8,1994,12.10,21.60,53.00
537,9,1994,4.40,20.20,55.30
538,10,1994,48.80,14.00,70.00
539,11,1994,82.00,4.40,72.90
540,12,1994,56.00,-1.00,79.30
541,1,1995,34.80,1.20,74.10
542,2,1995,47.30,2.90,68.10
543,3,1995,56.50,4.60,70.30
544,4,1995,104.40,7.70,67.90
545,5,1995,54.50,15.70,60.00
546,6,1995,9.70,20.00,58.10
547,7,1995,37.60,20.10,59.60
548,8,1995,14.50,21.90,55.50
549,9,1995,4.40,17.40,62.30
550,10,1995,46.70,8.20,67.80
551,11,1995,129.10,0.00,73.10
552,12,1995,21.00,-0.10,78.00
553,1,1996,43.70,-2.10,78.00
554,2,1996,65.40,3.10,69.20
555,3,1996,175.90,1.30,75.70
556,4,1996,57.00,8.30,63.90
557,5,1996,26.70,16.90,61.00
558,6,1996,31.10,18.70,55.80
559,7,1996,39.50,23.10,53.30
560,8,1996,20.10,21.60,56.00
561,9,1996,28.80,16.80,61.00
562,10,1996,46.10,10.20,68.50
563,11,1996,1.30,7.30,66.90
564,12,1996,48.60,6.40,75.90
565,1,1997,42.50,1.30,71.00
566,2,1997,41.40,-0.40,70.40
567,3,1997,23.70,1.70,65.10
568,4,1997,86.60,6.30,63.50
569,5,1997,45.60,16.40,60.30
570,6,1997,108.50,18.50,63.40
571,7,1997,1.10,21.60,54.50
572,8,1997,16.00,19.60,62.40
573,9,1997,10.00,13.80,61.30
574,10,1997,90.80,11.40,70.50
575,11,1997,25.80,6.60,72.40
576,12,1997,29.80,3.90,72.70
577,1,1998,17.10,1.10,72.70
578,2,1998,14.80,2.60,67.30
579,3,1998,108.50,2.70,68.60
580,4,1998,52.50,12.60,63.20
581,5,1998,33.60,15.00,68.00
582,6,1998,46.20,19.40,60.60
583,7,1998,0.00,24.00,51.00
584,8,1998,0.00,23.70,52.60
585,9,1998,7.80,18.20,60.00
586,10,1998,45.30,13.10,60.60
587,11,1998,27.90,8.40,74.40
588,12,1998,120.80,3.40,78.40
589,1,1999,56.40,3.00,74.30
590,2,1999,73.80,2.40,70.20
591,3,1999,29.00,5.50,65.50
592,4,1999,21.60,11.60,60.50
593,5,1999,16.00,17.00,54.60
594,6,1999,71.10,18.90,65.60
595,7,1999,29.70,23.30,56.70
596,8,1999,35.20,22.00,57.70
597,9,1999,14.60,17.10,61.70
598,10,1999,36.80,13.20,66.40
599,11,1999,8.60,6.30,62.90
600,12,1999,18.50,4.90,65.20
601,1,2000,66.80,-4.70,76.30
602,2,2000,81.30,-1.50,74.50
603,3,2000,56.50,3.70,63.00
604,4,2000,42.50,12.50,62.70
605,5,2000,96.20,14.20,67.60
606,6,2000,13.50,18.70,58.60
607,7,2000,0.00,25.00,47.20
608,8,2000,23.50,21.10,54.60
609,9,2000,3.50,17.40,57.50
610,10,2000,43.00,10.10,69.30
611,11,2000,2.90,6.50,65.40
612,12,2000,46.00,2.00,72.40
613,1,2001,7.80,3.10,71.80
614,2,2001,19.20,2.70,66.00
615,3,2001,29.40,11.50,53.50
616,4,2001,47.80,11.50,57.80
617,5,2001,93.70,14.30,62.80
618,6,2001,0.00,21.30,47.60
619,7,2001,33.30,25.00,49.10
620,8,2001,5.90,23.40,52.80
621,9,2001,20.50,19.00,55.00
622,10,2001,1.20,10.60,56.50
623,11,2001,62.70,6.40,66.70
624,12,2001,203.90,2.10,74.80
625,1,2002,60.90,-7.00,79.90
626,2,2002,27.10,3.00,67.70
627,3,2002,58.90,7.30,63.10
628,4,2002,93.60,9.50,68.80
629,5,2002,14.60,15.30,57.60
630,6,2002,27.30,19.30,57.40
631,7,2002,15.10,23.20,55.60
632,8,2002,13.00,21.00,58.00
633,9,2002,64.90,16.80,67.00
634,10,2002,16.20,12.10,62.20
635,11,2002,20.00,7.00,68.40
636,12,2002,52.30,-1.90,75.00
637,1,2003,28.70,5.40,69.50
638,2,2003,87.50,-2.30,75.00
639,3,2003,57.40,1.20,70.80
640,4,2003,71.90,9.10,65.20
641,5,2003,28.20,16.20,59.40
642,6,2003,18.20,19.50,53.40
643,7,2003,0.00,22.10,50.60
644,8,2003,14.40,21.80,50.30
645,9,2003,34.20,16.30,60.90
646,10,2003,53.20,13.70,61.60
647,11,2003,16.90,5.60,72.60
648,12,2003,52.70,0.50,79.90
649,1,2004,31.70,-1.10,77.30
650,2,2004,43.50,1.60,70.40
651,3,2004,26.20,6.00,61.70
652,4,2004,60.10,10.00,61.90
653,5,2004,37.50,14.60,63.70
654,6,2004,68.70,18.80,62.20
655,7,2004,42.00,22.30,53.20
656,8,2004,2.50,21.60,57.10
657,9,2004,0.00,16.70,55.40
658,10,2004,3.90,13.50,58.50
659,11,2004,51.30,5.60,67.70
660,12,2004,8.70,1.60,72.30
661,1,2005,16.70,2.70,69.40
662,2,2005,50.10,1.70,66.80
663,3,2005,34.10,6.10,63.00
664,4,2005,70.60,9.80,62.70
665,5,2005,40.20,14.70,60.70
666,6,2005,13.80,18.80,56.10
667,7,2005,8.10,23.50,51.50
668,8,2005,23.20,23.60,50.30
669,9,2005,11.10,16.50,60.00
670,10,2005,26.20,9.10,67.30
671,11,2005,87.00,5.00,70.30
672,12,2005,27.80,2.50,68.30
673,1,2006,42.70,-2.40,77.10
674,2,2006,24.90,1.10,74.00
675,3,2006,37.50,6.90,64.00
676,4,2006,60.40,11.40,59.90
677,5,2006,59.90,14.80,62.90
678,6,2006,26.50,20.00,54.70
679,7,2006,9.00,22.00,50.60
680,8,2006,0.00,25.60,46.20
681,9,2006,29.60,17.20,57.70
682,10,2006,116.70,12.80,72.20
683,11,2006,40.00,4.30,74.70
684,12,2006,1.10,0.00,70.90
685,1,2007,76.30,-0.70,71.60
686,2,2007,48.10,0.50,71.40
687,3,2007,44.90,6.00,63.30
688,4,2007,19.80,8.00,60.30
689,5,2007,5.60,18.40,50.20
690,6,2007,9.30,21.00,51.60
691,7,2007,1.60,24.50,40.20
692,8,2007,15.00,24.20,47.70
693,9,2007,15.10,17.70,52.40
694,10,2007,23.40,12.40,61.20
695,11,2007,100.30,7.20,65.80
696,12,2007,63.70,1.20,77.40
697,1,2008,8.20,-3.10,73.20
698,2,2008,36.40,-1.80,70.30
699,3,2008,30.60,9.80,52.30
700,4,2008,17.10,13.10,51.10
701,5,2008,25.30,14.70,55.00
702,6,2008,12.40,21.30,47.80
703,7,2008,9.70,23.60,44.30
704,8,2008,0.00,24.50,45.30
705,9,2008,62.10,18.50,55.80
706,10,2008,35.60,11.20,65.70
707,11,2008,31.60,7.60,71.50
708,12,2008,54.70,0.70,78.80
709,1,2009,64.10,2.50,72.50
710,2,2009,103.20,3.50,72.70
711,3,2009,43.00,4.60,65.30
712,4,2009,47.90,9.40,67.90
713,5,2009,50.80,14.20,60.20
714,6,2009,10.60,20.60,47.10
715,7,2009,3.70,22.90,52.00
716,8,2009,2.20,20.90,49.80
717,9,2009,11.60,16.40,56.60
718,10,2009,40.30,14.70,57.50
719,11,2009,57.10,6.60,68.70
720,12,2009,46.20,6.00,69.30
721,1,2010,69.40,3.90,71.50
722,2,2010,35.90,6.20,65.20
723,3,2010,16.90,8.20,57.90
724,4,2010,40.00,10.50,64.30
725,5,2010,8.40,16.60,53.10
726,6,2010,114.00,19.60,57.40
727,7,2010,3.70,24.60,50.60
728,8,2010,11.90,25.50,42.60
729,9,2010,4.80,20.20,49.50
730,10,2010,47.80,11.90,66.90
731,11,2010,4.00,10.60,54.90
732,12,2010,84.30,6.20,68.40
