,Month,Year,P,Tmean,RH
206,2,1967,19.80,-1.80,76.70
207,3,1967,29.10,3.90,69.70
208,4,1967,24.90,10.00,57.80
209,5,1967,104.10,14.30,63.10
210,6,1967,6.60,18.60,48.60
211,7,1967,0.60,22.00,39.50
212,8,1967,1.20,22.20,45.40
213,9,1967,6.70,18.00,57.60
214,10,1967,5.80,11.90,69.00
215,11,1967,55.60,5.00,80.80
216,12,1967,39.50,3.10,79.60
217,1,1968,73.80,-1.00,77.80
218,2,1968,60.00,0.70,80.20
219,3,1968,27.20,4.60,69.30
220,4,1968,12.70,13.70,54.20
221,5,1968,56.70,17.90,56.60
222,6,1968,21.40,19.20,52.60
223,7,1968,2.20,23.60,43.20
224,8,1968,16.40,21.30,52.60
225,9,1968,71.90,16.90,66.20
226,10,1968,59.60,11.50,75.50
227,11,1968,73.70,6.90,82.30
228,12,1968,69.30,3.90,80.70
229,1,1969,97.30,-0.30,82.50
230,2,1969,44.90,2.00,78.60
231,3,1969,38.90,7.20,71.60
232,4,1969,16.70,7.60,64.10
233,5,1969,66.40,16.30,59.70
234,6,1969,15.50,21.00,50.30
235,7,1969,5.00,21.40,50.00
236,8,1969,7.20,22.50,43.90
237,9,1969,7.60,18.30,55.00
238,10,1969,16.20,11.70,69.00
239,11,1969,28.20,6.00,72.80
240,12,1969,94.10,4.40,80.70
241,1,1970,35.00,4.10,81.30
242,2,1970,23.40,4.90,70.50
243,3,1970,17.50,7.40,64.30
244,4,1970,1.60,13.60,54.80
245,5,1970,26.20,15.10,55.50
246,6,1970,32.50,20.00,52.10
247,7,1970,35.90,23.60,47.10
248,8,1970,0.00,21.10,45.30
249,9,1970,10.20,17.20,50.30
250,10,1970,53.90,10.10,71.00
251,11,1970,36.20,7.30,78.10
252,12,1970,46.10,0.10,85.20
253,1,1971,15.10,3.50,78.80
254,2,1971,26.00,2.00,74.20
255,3,1971,43.30,6.50,67.50
256,4,1971,39.00,9.80,67.90
257,5,1971,40.60,15.80,61.10
258,6,1971,34.60,19.50,52.90
259,7,1971,1.00,23.20,45.40
260,8,1971,31.10,21.60,50.00
261,9,1971,0.70,18.60,53.40
262,10,1971,11.60,10.10,64.20
263,11,1971,32.90,6.30,73.60
264,12,1971,36.90,-0.10,75.70
265,1,1972,21.50,-6.80,82.00
266,2,1972,44.10,-3.50,78.30
267,3,1972,9.50,6.20,61.40
268,4,1972,52.40,13.00,58.50
269,5,1972,33.80,15.50,59.50
270,6,1972,59.70,19.70,57.00
271,7,1972,18.10,23.90,50.10
272,8,1972,23.00,22.90,52.20
273,9,1972,3.50,19.60,54.40
274,10,1972,28.00,12.90,66.00
275,11,1972,8.90,4.70,70.40
276,12,1972,4.10,-1.70,70.00
277,1,1973,4.80,-1.40,72.20
278,2,1973,8.80,4.40,63.10
279,3,1973,25.70,4.80,59.40
280,4,1973,15.60,11.10,53.90
281,5,1973,58.00,16.80,50.80
282,6,1973,47.50,18.60,50.60
283,7,1973,0.80,23.50,41.30
284,8,1973,0.00,22.10,46.70
285,9,1973,0.40,19.70,49.00
286,10,1973,10.60,12.80,60.10
287,11,1973,5.40,3.80,65.90
288,12,1973,13.70,1.10,81.30
289,1,1974,25.10,-3.70,72.70
290,2,1974,18.80,2.80,71.90
291,3,1974,20.80,8.00,65.40
292,4,1974,21.90,10.10,56.70
293,5,1974,23.80,16.50,50.00
294,6,1974,11.10,22.00,40.90
295,7,1974,0.00,23.20,38.30
296,8,1974,7.20,21.90,44.60
297,9,1974,12.50,17.00,44.40
298,10,1974,59.00,15.60,56.50
299,11,1974,6.40,6.40,73.70
300,12,1974,59.60,-0.70,82.60
301,1,1975,73.60,-1.20,80.80
302,2,1975,63.40,0.30,78.50
303,3,1975,25.60,7.70,57.00
304,4,1975,67.50,12.50,60.20
305,5,1975,89.90,14.50,68.20
306,6,1975,33.10,19.40,57.20
307,7,1975,3.80,23.50,48.50
308,8,1975,3.80,22.10,46.30
309,9,1975,0.00,18.20,52.00
310,10,1975,61.30,11.40,62.10
311,11,1975,31.60,4.70,72.10
312,12,1975,45.90,-1.40,78.30
313,1,1976,54.90,-2.10,77.00
314,2,1976,20.10,-2.50,74.50
315,3,1976,40.50,5.50,70.50
316,4,1976,36.60,10.60,61.70
317,5,1976,47.20,15.30,60.20
318,6,1976,18.00,18.80,52.60
319,7,1976,12.70,21.80,43.40
320,8,1976,4.60,20.90,46.20
321,9,1976,7.90,17.40,47.90
322,10,1976,88.70,13.00,67.30
323,11,1976,30.40,7.00,74.70
324,12,1976,40.60,2.40,79.80
325,1,1977,50.10,-1.50,78.30
326,2,1977,21.10,5.90,67.10
327,3,1977,11.00,5.80,62.20
328,4,1977,87.10,10.60,60.30
329,5,1977,71.70,16.00,56.10
330,6,1977,18.10,20.00,47.20
331,7,1977,7.00,23.60,41.50
332,8,1977,0.00,23.50,41.40
333,9,1977,29.60,18.50,56.30
334,10,1977,25.30,9.00,65.10
335,11,1977,0.00,8.80,59.60
336,12,1977,51.50,-0.60,76.90
337,1,1978,65.90,2.20,79.00
338,2,1978,31.60,5.10,68.70
339,3,1978,30.70,7.00,64.60
340,4,1978,23.90,11.30,57.80
341,5,1978,8.30,17.60,44.70
342,6,1978,17.20,20.40,43.60
343,7,1978,0.00,24.30,38.30
344,8,1978,0.00,21.80,41.80
345,9,1978,27.00,17.90,50.90
346,10,1978,37.90,13.80,59.00
347,11,1978,0.10,3.50,63.90
348,12,1978,54.90,3.10,78.30
349,1,1979,47.00,1.90,74.40
350,2,1979,19.70,4.50,68.60
351,3,1979,18.00,8.30,56.70
352,4,1979,35.80,11.10,57.50
353,5,1979,48.50,16.00,57.70
354,6,1979,32.90,20.20,51.30
355,7,1979,9.00,22.50,41.80
356,8,1979,2.00,24.30,42.00
357,9,1979,0.70,19.80,46.70
358,10,1979,30.70,12.70,67.20
359,11,1979,56.90,7.20,75.80
360,12,1979,30.20,1.80,79.80
361,1,1980,33.30,-1.00,77.30
362,2,1980,33.00,0.10,80.30
363,3,1980,42.00,5.10,72.00
364,4,1980,73.50,10.20,66.60
365,5,1980,57.60,15.70,57.60
366,6,1980,21.20,21.00,45.80
367,7,1980,0.80,25.90,39.40
368,8,1980,0.00,23.10,45.20
369,9,1980,3.90,17.30,50.40
370,10,1980,69.70,12.70,63.80
371,11,1980,33.90,6.60,73.50
372,12,1980,15.90,2.90,74.00
373,1,1981,112.20,1.80,83.60
374,2,1981,32.50,2.10,77.10
375,3,1981,19.30,7.90,64.60
376,4,1981,18.20,11.10,50.30
377,5,1981,40.70,13.90,55.50
378,6,1981,23.50,20.70,51.30
379,7,1981,13.90,23.60,45.70
380,8,1981,0.30,22.10,48.50
381,9,1981,0.00,19.20,47.70
382,10,1981,10.20,14.60,63.00
383,11,1981,15.10,4.90,71.10
384,12,1981,51.20,5.50,74.70
385,1,1982,42.10,1.80,76.40
386,2,1982,14.50,-0.30,69.30
387,3,1982,45.50,4.50,66.10
388,4,1982,45.40,11.50,62.80
389,5,1982,69.90,15.80,53.10
390,6,1982,37.70,19.90,50.80
391,7,1982,12.70,21.20,47.70
392,8,1982,14.30,21.80,47.40
393,9,1982,0.50,18.90,49.80
394,10,1982,26.00,12.00,63.20
395,11,1982,14.50,4.10,63.70
396,12,1982,48.70,1.40,71.80
397,1,1983,21.50,-3.50,77.40
398,2,1983,36.90,0.30,72.30
399,3,1983,36.30,5.10,70.30
400,4,1983,30.20,11.80,57.50
401,5,1983,59.50,16.40,52.60
402,6,1983,32.30,19.10,50.00
403,7,1983,0.20,23.10,48.10
404,8,1983,25.20,21.30,41.30
405,9,1983,8.00,18.20,43.90
406,10,1983,21.00,11.20,64.40
407,11,1983,37.50,7.90,78.40
408,12,1983,44.40,3.20,77.20
409,1,1984,31.80,2.90,77.80
410,2,1984,33.10,4.20,71.20
411,3,1984,39.80,6.60,67.00
412,4,1984,48.40,9.40,66.50
413,5,1984,25.90,17.10,53.70
414,6,1984,1.90,21.00,48.90
415,7,1984,1.60,22.70,48.80
416,8,1984,11.00,20.30,50.80
417,9,1984,0.00,20.20,45.50
418,10,1984,0.30,12.90,56.00
419,11,1984,31.00,6.80,74.50
420,12,1984,25.90,-2.70,79.70
421,1,1985,35.60,3.70,76.40
422,2,1985,30.00,-1.40,67.10
423,3,1985,36.50,4.40,68.20
424,4,1985,24.90,12.80,56.60
425,5,1985,56.70,17.60,56.60
426,6,1985,12.90,21.50,49.00
427,7,1985,4.20,21.90,43.20
428,8,1985,0.20,24.70,46.10
429,9,1985,3.80,18.70,47.40
430,10,1985,69.00,9.90,67.20
431,11,1985,71.30,8.10,79.40
432,12,1985,26.80,2.10,80.50
433,1,1986,33.10,3.40,75.10
434,2,1986,30.00,4.40,70.90
435,3,1986,12.10,7.70,60.20
436,4,1986,39.90,13.40,53.10
437,5,1986,83.30,12.50,63.20
438,6,1986,20.80,19.70,52.60
439,7,1986,0.00,24.90,42.50
440,8,1986,0.00,25.20,41.80
441,9,1986,25.50,19.60,57.10
442,10,1986,0.00,12.20,61.00
443,11,1986,60.50,3.60,74.50
444,12,1986,48.60,1.00,75.40
445,1,1987,63.90,2.40,73.70
446,2,1987,30.40,4.30,68.30
447,3,1987,68.60,0.30,70.60
448,4,1987,23.90,9.30,59.50
449,5,1987,10.80,16.30,56.00
450,6,1987,30.60,20.20,52.40
451,7,1987,27.50,23.80,49.60
452,8,1987,0.00,22.10,48.40
453,9,1987,0.00,18.90,45.20
454,10,1987,30.70,10.90,64.60
455,11,1987,58.10,4.60,78.60
456,12,1987,48.10,1.90,77.60
457,1,1988,4.30,0.40,77.20
458,2,1988,34.70,1.90,73.50
459,3,1988,26.70,3.60,69.90
460,4,1988,75.60,10.50,66.00
461,5,1988,56.10,14.90,58.50
462,6,1988,18.10,19.00,55.20
463,7,1988,26.80,22.80,51.60
464,8,1988,0.40,22.30,45.90
465,9,1988,3.00,17.90,50.60
466,10,1988,49.50,10.60,71.10
467,11,1988,65.10,0.80,78.40
468,12,1988,11.80,2.20,79.40
469,1,1989,19.60,-7.70,75.30
470,2,1989,0.70,-4.20,75.10
471,3,1989,14.20,6.70,62.50
472,4,1989,4.60,15.00,47.70
473,5,1989,32.10,15.90,51.80
474,6,1989,7.80,20.20,45.50
475,7,1989,0.00,23.30,47.10
476,8,1989,1.00,23.90,41.10
477,9,1989,0.30,18.40,47.80
478,10,1989,37.20,10.20,67.30
479,11,1989,70.80,6.00,71.80
480,12,1989,14.30,-0.70,82.70
481,1,1990,9.20,-4.40,76.30
482,2,1990,24.90,-0.10,77.70
483,3,1990,3.00,5.80,55.30
484,4,1990,17.10,10.10,58.00
485,5,1990,41.40,13.70,60.80
486,6,1990,8.00,19.20,47.30
487,7,1990,0.20,23.60,42.70
488,8,1990,0.00,21.30,40.50
489,9,1990,25.70,17.40,48.30
490,10,1990,27.30,12.00,55.50
491,11,1990,22.50,7.60,71.30
492,12,1990,51.70,2.40,78.00
493,1,1991,45.20,-2.10,80.00
494,2,1991,26.80,-3.30,79.60
495,3,1991,31.30,6.80,69.20
496,4,1991,93.40,10.20,69.60
497,5,1991,36.90,13.50,63.20
498,6,1991,7.60,20.10,52.00
499,7,1991,0.90,23.70,43.30
500,8,1991,0.00,23.10,50.00
501,9,1991,3.10,18.10,48.00
502,10,1991,19.30,13.30,60.90
503,11,1991,30.10,5.60,69.60
504,12,1991,52.10,-1.80,78.60
505,1,1992,6.90,-4.40,78.40
506,2,1992,23.30,-7.00,75.50
507,3,1992,7.70,2.10,68.90
508,4,1992,16.90,10.40,56.30
509,5,1992,47.20,14.10,59.80
510,6,1992,37.00,18.80,57.90
511,7,1992,32.50,20.30,53.20
512,8,1992,0.60,22.20,49.70
513,9,1992,2.10,16.30,52.90
514,10,1992,2.80,15.30,52.80
515,11,1992,12.40,4.30,71.20
516,12,1992,32.80,-2.10,80.10
517,1,1993,26.60,-3.70,79.50
518,2,1993,9.50,-1.20,71.30
519,3,1993,9.00,4.40,56.80
520,4,1993,25.00,10.30,48.10
521,5,1993,50.10,13.70,65.00
522,6,1993,10.50,19.60,46.50
523,7,1993,0.20,22.40,39.90
524,8,1993,1.80,22.70,42.00
525,9,1993,0.00,18.80,39.80
526,10,1993,9.50,13.90,38.40
527,11,1993,56.20,3.10,68.80
528,12,1993,5.20,2.50,80.00
529,1,1994,43.00,2.50,79.10
530,2,1994,15.90,1.60,72.50
531,3,1994,33.60,5.40,63.40
532,4,1994,35.20,13.00,51.90
533,5,1994,35.50,16.40,52.20
534,6,1994,7.10,20.20,39.90
535,7,1994,5.20,23.20,37.90
536,8,1994,0.60,22.70,36.70
537,9,1994,0.20,22.00,34.90
538,10,1994,38.00,14.70,59.40
539,11,1994,39.80,4.70,70.40
540,12,1994,39.00,-0.90,78.90
541,1,1995,34.50,0.10,78.00
542,2,1995,13.30,2.50,70.30
543,3,1995,28.50,5.30,62.40
544,4,1995,43.90,8.30,61.90
545,5,1995,30.00,16.40,51.40
546,6,1995,45.60,20.90,47.40
547,7,1995,31.40,21.10,47.50
548,8,1995,9.70,23.40,38.80
549,9,1995,2.80,19.20,44.10
550,10,1995,40.30,10.40,57.30
551,11,1995,124.00,1.20,70.60
552,12,1995,15.30,1.10,74.70
553,1,1996,28.60,0.00,72.40
554,2,1996,16.40,2.90,69.70
555,3,1996,88.40,3.00,74.10
556,4,1996,48.10,8.10,61.20
557,5,1996,26.70,16.90,55.30
558,6,1996,3.70,19.50,36.40
559,7,1996,2.70,24.40,35.20
560,8,1996,19.20,23.10,38.70
561,9,1996,12.50,18.40,42.40
562,10,1996,44.80,10.90,57.60
563,11,1996,0.00,7.10,62.30
564,12,1996,75.10,5.40,75.80
565,1,1997,27.20,1.10,67.30
566,2,1997,17.20,-0.40,60.50
567,3,1997,14.40,2.30,53.60
568,4,1997,26.50,6.80,56.20
569,5,1997,41.10,16.40,52.00
570,6,1997,98.90,19.20,50.80
571,7,1997,0.70,22.50,37.50
572,8,1997,19.70,20.90,45.40
573,9,1997,15.70,15.60,42.70
574,10,1997,93.50,11.90,65.00
575,11,1997,16.50,5.90,71.70
576,12,1997,22.90,2.40,72.60
577,1,1998,8.70,0.10,68.40
578,2,1998,17.60,2.10,60.60
579,3,1998,37.50,2.80,62.60
580,4,1998,27.60,12.00,58.90
581,5,1998,59.40,15.20,60.10
582,6,1998,17.50,20.20,47.20
583,7,1998,0.00,24.70,34.20
584,8,1998,0.00,24.80,31.40
585,9,1998,5.60,19.10,42.00
586,10,1998,47.70,13.40,47.30
587,11,1998,19.60,8.60,71.40
588,12,1998,114.20,2.80,76.80
589,1,1999,20.90,2.00,68.40
590,2,1999,19.70,2.30,63.20
591,3,1999,22.10,5.30,57.00
592,4,1999,9.30,10.80,55.80
593,5,1999,15.30,16.70,44.70
594,6,1999,19.90,19.80,48.20
595,7,1999,7.00,24.20,35.90
596,8,1999,17.50,23.80,36.40
597,9,1999,18.80,19.00,38.80
598,10,1999,19.80,13.50,50.70
599,11,1999,0.50,6.00,47.80
600,12,1999,5.30,3.20,61.20
601,1,2000,30.10,-4.90,73.40
602,2,2000,15.20,-1.90,73.90
603,3,2000,11.20,3.90,56.90
604,4,2000,38.70,12.70,55.30
605,5,2000,56.20,14.70,55.30
606,6,2000,17.60,19.50,42.30
607,7,2000,0.00,26.00,27.60
608,8,2000,4.40,22.50,46.60
609,9,2000,4.50,18.90,42.60
610,10,2000,32.30,11.20,59.90
611,11,2000,26.20,6.90,60.50
612,12,2000,22.10,1.30,79.00
613,1,2001,1.00,2.40,71.00
614,2,2001,10.60,2.50,65.70
615,3,2001,3.70,10.90,50.00
616,4,2001,14.10,12.70,47.80
617,5,2001,66.00,14.90,57.10
618,6,2001,0.70,22.50,36.40
619,7,2001,1.30,26.20,35.10
620,8,2001,4.10,24.40,42.30
621,9,2001,5.10,20.70,40.50
622,10,2001,1.90,12.70,43.70
623,11,2001,50.10,5.80,72.00
624,12,2001,118.40,2.30,79.60
625,1,2002,27.80,-5.80,80.00
626,2,2002,12.90,3.10,66.00
627,3,2002,24.20,7.70,55.70
628,4,2002,70.00,9.70,67.20
629,5,2002,22.90,15.10,53.80
630,6,2002,15.30,19.70,47.40
631,7,2002,27.10,24.00,39.80
632,8,2002,8.70,22.10,41.90
633,9,2002,65.80,18.10,52.60
634,10,2002,24.60,12.80,54.70
635,11,2002,15.30,6.60,64.10
636,12,2002,48.00,-3.10,74.00
637,1,2003,17.60,3.90,74.60
638,2,2003,47.50,-1.70,67.10
639,3,2003,24.60,1.80,62.60
640,4,2003,50.20,9.50,57.40
641,5,2003,30.90,17.20,47.00
642,6,2003,2.30,21.20,34.80
643,7,2003,0.00,23.50,32.50
644,8,2003,0.00,23.60,32.30
645,9,2003,16.60,18.00,45.10
646,10,2003,9.50,14.30,52.00
647,11,2003,9.80,6.50,65.60
648,12,2003,108.60,1.60,79.60
649,1,2004,34.10,-1.40,83.10
650,2,2004,31.10,1.90,64.00
651,3,2004,3.10,6.20,51.10
652,4,2004,40.60,10.30,53.60
653,5,2004,17.20,15.20,51.90
654,6,2004,56.90,19.70,45.00
655,7,2004,4.00,22.80,38.30
656,8,2004,21.40,23.00,37.60
657,9,2004,0.00,18.60,34.20
658,10,2004,0.00,14.50,46.80
659,11,2004,51.30,5.70,65.10
660,12,2004,2.80,1.00,73.00
661,1,2005,29.50,2.40,74.00
662,2,2005,12.90,1.70,69.10
663,3,2005,13.80,6.70,61.20
664,4,2005,31.80,10.80,59.60
665,5,2005,12.50,16.00,51.90
666,6,2005,3.50,20.20,48.60
667,7,2005,12.20,25.30,49.10
668,8,2005,0.10,24.70,47.90
669,9,2005,20.90,17.80,60.60
670,10,2005,34.70,10.50,71.40
671,11,2005,68.80,4.90,76.30
672,12,2005,9.80,1.50,76.50
673,1,2006,21.20,-2.90,80.10
674,2,2006,23.80,1.10,77.10
675,3,2006,18.40,7.00,70.10
676,4,2006,53.40,12.20,61.60
677,5,2006,17.90,16.10,59.10
678,6,2006,9.90,22.00,43.30
679,7,2006,0.30,23.20,45.10
680,8,2006,0.00,26.80,39.90
681,9,2006,20.00,18.20,54.90
682,10,2006,66.10,13.40,68.80
683,11,2006,51.90,4.60,74.80
684,12,2006,0.10,-0.10,71.70
685,1,2007,20.90,0.33,76.05
686,2,2007,19.30,1.95,78.03
687,3,2007,15.40,6.02,63.69
688,4,2007,16.10,8.21,58.49
689,5,2007,16.30,17.85,50.98
690,6,2007,15.90,21.54,47.98
691,7,2007,0.40,24.49,36.09
692,8,2007,6.00,24.41,43.73
693,9,2007,4.10,19.56,42.61
694,10,2007,25.50,14.47,57.65
695,11,2007,68.00,6.72,73.61
696,12,2007,53.80,1.23,78.67
697,1,2008,23.00,-3.24,71.74
698,2,2008,21.20,-0.97,72.67
699,3,2008,38.10,9.17,55.81
700,4,2008,20.50,12.98,50.67
701,5,2008,23.40,14.83,49.79
702,6,2008,7.50,20.82,41.89
703,7,2008,5.50,23.73,38.91
704,8,2008,0.00,24.53,40.31
705,9,2008,52.00,18.87,51.54
706,10,2008,20.60,12.56,66.55
707,11,2008,22.80,8.21,71.99
708,12,2008,59.30,1.53,78.01
709,1,2009,60.10,1.45,74.90
710,2,2009,44.80,3.55,75.33
711,3,2009,24.40,5.13,65.48
712,4,2009,45.70,9.80,62.71
713,5,2009,55.80,15.17,58.28
714,6,2009,2.70,21.02,48.84
715,7,2009,11.70,22.92,51.46
716,8,2009,0.00,22.14,42.85
717,9,2009,21.00,17.72,53.98
718,10,2009,12.70,15.42,53.23
719,11,2009,56.70,7.23,74.36
720,12,2009,74.60,5.44,77.34
721,1,2010,44.20,3.14,74.41
722,2,2010,28.10,5.24,63.66
723,3,2010,12.60,7.50,53.58
724,4,2010,41.40,10.89,59.41
725,5,2010,18.80,16.55,49.58
726,6,2010,39.80,20.67,54.09
727,7,2010,2.40,24.53,44.46
728,8,2010,0.70,26.06,36.26
729,9,2010,0.80,20.86,45.37
730,10,2010,75.20,12.81,66.57
731,11,2010,2.80,10.65,59.71
732,12,2010,85.20,5.81,74.83
