,Month,Year,P,Tmean,RH
385,1,1982,44.20,3.10,66.50
386,2,1982,16.20,0.80,61.50
387,3,1982,55.10,5.30,55.40
388,4,1982,68.00,11.30,54.70
389,5,1982,62.90,15.00,55.10
390,6,1982,48.40,19.00,49.90
391,7,1982,54.40,19.70,48.60
392,8,1982,51.10,20.90,50.00
393,9,1982,8.20,17.80,53.70
394,10,1982,38.70,11.70,56.60
395,11,1982,24.40,4.80,56.50
396,12,1982,37.00,3.60,59.20
397,1,1983,91.30,-3.20,68.50
398,2,1983,84.60,1.30,59.50
399,3,1983,94.70,6.20,61.50
400,4,1983,54.90,12.10,54.80
401,5,1983,29.40,16.00,54.70
402,6,1983,38.40,18.60,49.10
403,7,1983,16.30,22.10,49.30
404,8,1983,9.90,20.40,46.20
405,9,1983,18.70,17.90,46.00
406,10,1983,19.70,10.90,57.50
407,11,1983,117.10,7.80,69.10
408,12,1983,72.30,4.30,76.90
409,1,1984,53.70,3.50,75.00
410,2,1984,46.90,4.70,68.40
411,3,1984,107.00,6.30,67.80
412,4,1984,129.60,8.60,68.30
413,5,1984,32.70,16.60,59.40
414,6,1984,19.60,19.80,55.30
415,7,1984,30.40,21.30,54.70
416,8,1984,22.60,19.60,55.80
417,9,1984,0.20,19.60,49.60
418,10,1984,0.90,12.90,56.20
419,11,1984,35.70,7.00,70.20
420,12,1984,11.40,-1.90,75.60
421,1,1985,104.80,4.40,71.70
422,2,1985,74.00,-2.00,69.30
423,3,1985,30.70,4.20,67.20
424,4,1985,29.60,13.00,54.90
425,5,1985,27.30,17.70,57.40
426,6,1985,40.00,20.00,51.80
427,7,1985,0.80,21.10,48.50
428,8,1985,1.70,23.90,47.10
429,9,1985,0.90,17.80,52.70
430,10,1985,126.80,9.90,66.60
431,11,1985,68.80,8.90,73.30
432,12,1985,76.20,2.70,77.40
433,1,1986,59.20,4.50,67.60
434,2,1986,56.90,4.40,69.90
435,3,1986,8.30,7.70,62.20
436,4,1986,26.60,13.20,50.50
437,5,1986,32.50,12.60,61.00
438,6,1986,29.00,19.30,52.60
439,7,1986,0.90,23.70,45.30
440,8,1986,1.90,24.90,42.60
441,9,1986,13.70,19.60,55.90
442,10,1986,3.80,12.60,60.70
443,11,1986,28.70,3.60,73.40
444,12,1986,109.80,1.70,71.30
445,1,1987,89.10,3.90,69.20
446,2,1987,45.10,4.50,68.60
447,3,1987,33.60,0.70,69.00
448,4,1987,116.20,8.80,61.00
449,5,1987,24.90,15.40,54.80
450,6,1987,41.30,19.30,53.90
451,7,1987,57.30,23.00,51.70
452,8,1987,4.60,21.30,47.10
453,9,1987,0.00,20.00,43.70
454,10,1987,41.40,11.20,67.60
455,11,1987,101.20,6.10,77.40
456,12,1987,86.40,2.70,77.80
457,1,1988,11.80,2.30,74.50
458,2,1988,97.30,2.60,72.50
459,3,1988,67.60,4.90,64.50
460,4,1988,74.90,11.30,65.80
461,5,1988,59.20,16.20,56.30
462,6,1988,35.80,19.60,57.20
463,7,1988,29.70,23.10,49.70
464,8,1988,23.30,22.30,48.40
465,9,1988,22.00,18.40,52.20
466,10,1988,73.70,11.50,70.70
467,11,1988,115.80,4.30,70.60
468,12,1988,38.20,4.40,71.60
469,1,1989,41.60,-4.60,78.80
470,2,1989,15.40,-0.90,72.60
471,3,1989,23.50,8.50,61.30
472,4,1989,26.70,16.30,48.20
473,5,1989,49.20,15.60,58.00
474,6,1989,20.50,19.60,51.10
475,7,1989,5.00,22.80,50.90
476,8,1989,0.30,24.10,47.00
477,9,1989,0.00,18.80,56.20
478,10,1989,105.20,10.60,73.30
479,11,1989,148.90,7.00,73.90
480,12,1989,37.90,1.60,79.20
481,1,1990,21.40,-2.90,77.60
482,2,1990,43.40,1.00,75.60
483,3,1990,14.60,6.60,58.10
484,4,1990,51.50,10.90,60.10
485,5,1990,63.80,13.80,63.60
486,6,1990,49.20,19.00,54.20
487,7,1990,19.50,23.40,51.60
488,8,1990,37.00,21.90,50.50
489,9,1990,21.00,18.00,56.70
490,10,1990,30.30,13.30,63.10
491,11,1990,42.40,9.70,68.30
492,12,1990,58.70,3.90,76.00
493,1,1991,42.50,-0.80,82.10
494,2,1991,48.80,-0.30,79.20
495,3,1991,7.70,8.20,70.20
496,4,1991,67.20,11.00,67.90
497,5,1991,66.50,14.20,62.80
498,6,1991,19.30,20.30,59.00
499,7,1991,13.30,23.50,53.90
500,8,1991,5.00,22.80,54.50
501,9,1991,13.80,18.60,53.80
502,10,1991,86.70,13.50,68.70
503,11,1991,79.50,6.70,77.30
504,12,1991,160.60,-1.80,82.00
505,1,1992,5.90,-4.70,79.80
506,2,1992,28.60,-4.00,73.90
507,3,1992,30.00,3.50,69.10
508,4,1992,39.90,11.50,56.40
509,5,1992,118.00,14.70,58.70
510,6,1992,96.80,19.00,61.90
511,7,1992,27.80,19.80,59.70
512,8,1992,8.50,22.50,49.90
513,9,1992,5.20,16.50,53.00
514,10,1992,25.20,16.50,53.50
515,11,1992,51.40,5.70,68.30
516,12,1992,42.10,-1.00,74.70
517,1,1993,47.60,-4.60,80.00
518,2,1993,57.00,-0.60,71.50
519,3,1993,18.70,5.80,60.30
520,4,1993,41.40,11.10,54.00
521,5,1993,84.90,14.40,68.30
522,6,1993,28.20,19.40,54.50
523,7,1993,0.00,22.40,47.90
524,8,1993,0.40,23.20,49.00
525,9,1993,0.00,19.20,49.10
526,10,1993,9.90,14.60,56.20
527,11,1993,60.30,4.90,70.50
528,12,1993,36.90,4.90,76.40
529,1,1994,53.10,4.30,76.30
530,2,1994,37.20,3.00,72.80
531,3,1994,98.90,6.30,67.30
532,4,1994,39.90,13.80,56.10
533,5,1994,19.90,17.20,54.30
534,6,1994,5.60,20.40,46.60
535,7,1994,15.00,23.40,47.90
536,8,1994,21.20,23.10,46.90
537,9,1994,4.70,22.10,45.50
538,10,1994,63.70,15.50,66.10
539,11,1994,108.00,5.30,72.20
540,12,1994,66.20,0.70,75.90
541,1,1995,31.10,3.70,70.10
542,2,1995,44.50,5.00,68.10
543,3,1995,72.60,6.40,66.50
544,4,1995,98.90,9.20,66.70
545,5,1995,88.40,17.00,58.80
546,6,1995,21.70,21.40,54.80
547,7,1995,64.40,20.90,58.70
548,8,1995,11.40,22.90,52.10
549,9,1995,23.40,19.40,53.30
550,10,1995,37.90,10.90,64.70
551,11,1995,141.10,2.20,73.30
552,12,1995,40.10,2.00,78.90
553,1,1996,49.60,-0.10,81.80
554,2,1996,58.40,4.30,72.80
555,3,1996,141.50,3.00,78.10
556,4,1996,53.20,8.80,65.00
557,5,1996,30.70,17.80,59.80
558,6,1996,49.30,19.40,55.50
559,7,1996,23.80,24.00,53.10
560,8,1996,18.80,22.70,54.30
561,9,1996,23.20,18.00,57.30
562,10,1996,63.10,11.50,68.50
563,11,1996,7.10,8.80,66.40
564,12,1996,79.80,6.90,76.50
565,1,1997,66.10,2.70,72.90
566,2,1997,67.50,0.60,71.30
567,3,1997,23.90,3.30,64.20
568,4,1997,80.70,7.40,63.10
569,5,1997,25.60,17.40,58.60
570,6,1997,120.10,19.70,62.30
571,7,1997,0.90,22.40,56.00
572,8,1997,30.30,20.30,56.90
573,9,1997,19.50,15.70,57.60
574,10,1997,73.00,12.70,71.40
575,11,1997,29.90,7.10,76.40
576,12,1997,52.50,4.30,76.90
577,1,1998,24.90,1.60,77.60
578,2,1998,17.30,3.60,68.40
579,3,1998,185.30,3.30,67.80
580,4,1998,70.00,13.40,62.60
581,5,1998,63.30,15.70,68.90
582,6,1998,25.90,19.80,62.60
583,7,1998,1.40,24.40,50.00
584,8,1998,0.00,24.80,47.90
585,9,1998,15.60,19.30,56.90
586,10,1998,44.60,14.80,59.40
587,11,1998,34.60,9.40,76.50
588,12,1998,111.80,4.10,81.60
589,1,1999,75.30,3.60,78.20
590,2,1999,71.20,3.70,72.20
591,3,1999,37.80,6.80,67.40
592,4,1999,26.10,12.00,61.60
593,5,1999,11.60,17.40,52.60
594,6,1999,37.20,19.50,60.80
595,7,1999,28.20,23.90,49.30
596,8,1999,19.40,23.50,50.20
597,9,1999,27.50,19.00,56.40
598,10,1999,32.60,14.30,65.50
599,11,1999,31.30,7.60,62.90
600,12,1999,19.00,5.60,68.20
601,1,2000,96.70,-3.50,77.20
602,2,2000,82.60,-0.20,76.10
603,3,2000,80.30,4.90,64.80
604,4,2000,40.00,13.40,60.00
605,5,2000,74.60,15.10,66.70
606,6,2000,62.50,19.50,58.60
607,7,2000,0.00,25.50,41.50
608,8,2000,3.50,22.70,47.00
609,9,2000,9.00,19.00,51.40
610,10,2000,53.80,11.70,66.70
611,11,2000,3.60,9.10,63.80
612,12,2000,47.20,3.10,74.60
613,1,2001,9.00,3.90,75.70
614,2,2001,38.30,4.00,66.60
615,3,2001,29.00,12.40,55.50
616,4,2001,37.30,12.50,57.40
617,5,2001,78.10,15.20,60.50
618,6,2001,3.30,22.00,43.80
619,7,2001,5.10,25.80,42.30
620,8,2001,7.10,24.30,45.70
621,9,2001,11.60,20.80,46.80
622,10,2001,0.70,13.00,50.60
623,11,2001,86.30,7.40,66.20
624,12,2001,298.30,2.90,77.60
625,1,2002,67.10,-4.70,82.50
626,2,2002,22.90,4.60,68.80
627,3,2002,89.90,8.90,61.20
628,4,2002,89.40,10.30,68.80
629,5,2002,30.00,16.10,55.00
630,6,2002,10.80,20.20,54.30
631,7,2002,24.90,24.10,50.50
632,8,2002,12.00,22.10,53.00
633,9,2002,78.20,17.70,65.90
634,10,2002,3.80,13.80,63.20
635,11,2002,29.40,8.20,67.40
636,12,2002,61.00,-0.80,73.30
637,1,2003,22.40,6.30,66.60
638,2,2003,146.40,-1.20,71.40
639,3,2003,65.00,2.50,66.70
640,4,2003,91.80,9.70,63.70
641,5,2003,45.70,17.30,57.80
642,6,2003,12.20,20.30,54.20
643,7,2003,0.00,22.90,50.40
644,8,2003,14.10,23.20,49.90
645,9,2003,38.20,17.70,57.40
646,10,2003,58.90,14.80,58.30
647,11,2003,29.10,7.50,70.90
648,12,2003,101.60,1.30,81.40
649,1,2004,36.70,1.00,72.90
650,2,2004,76.80,2.90,64.10
651,3,2004,33.60,7.30,56.00
652,4,2004,62.20,11.30,56.50
653,5,2004,21.50,15.40,56.10
654,6,2004,33.00,19.90,54.00
655,7,2004,30.60,23.20,45.40
656,8,2004,0.20,22.80,49.70
657,9,2004,0.40,19.20,47.30
658,10,2004,12.20,15.10,56.40
659,11,2004,62.80,7.30,64.50
660,12,2004,22.30,2.70,72.10
661,1,2005,25.80,4.00,68.30
662,2,2005,41.30,3.10,60.70
663,3,2005,67.60,7.10,61.70
664,4,2005,108.20,11.00,59.30
665,5,2005,42.30,16.00,57.30
666,6,2005,25.30,19.70,53.00
667,7,2005,14.00,24.30,49.70
668,8,2005,1.60,24.60,50.70
669,9,2005,16.80,18.20,54.00
670,10,2005,24.30,10.80,61.10
671,11,2005,87.50,6.20,68.00
672,12,2005,30.60,4.20,66.20
673,1,2006,65.60,-1.70,73.40
674,2,2006,46.30,1.90,68.40
675,3,2006,68.50,7.80,61.10
676,4,2006,30.40,12.40,56.90
677,5,2006,49.90,15.80,59.00
678,6,2006,41.10,20.60,54.10
679,7,2006,56.20,22.50,49.80
680,8,2006,4.40,26.30,46.30
681,9,2006,45.20,18.30,57.50
682,10,2006,114.70,13.60,69.20
683,11,2006,60.50,5.90,68.60
684,12,2006,5.70,1.50,69.60
685,1,2007,61.80,0.00,75.40
686,2,2007,67.50,1.80,75.20
687,3,2007,44.20,7.00,64.00
688,4,2007,19.10,9.00,58.90
689,5,2007,4.40,19.20,49.70
690,6,2007,9.10,22.00,51.40
691,7,2007,3.70,25.40,39.80
692,8,2007,9.50,25.20,44.60
693,9,2007,18.00,19.70,44.10
694,10,2007,18.00,14.30,53.90
695,11,2007,129.60,8.20,61.30
696,12,2007,101.60,2.00,74.10
697,1,2008,9.60,-1.70,72.60
698,2,2008,51.70,-0.40,70.40
699,3,2008,44.90,10.30,56.30
700,4,2008,26.70,13.40,56.10
701,5,2008,37.00,15.20,56.80
702,6,2008,15.40,21.60,50.70
703,7,2008,1.10,24.40,47.80
704,8,2008,0.30,25.40,48.60
705,9,2008,59.80,19.20,60.70
706,10,2008,49.70,12.40,68.70
707,11,2008,42.40,8.90,70.00
708,12,2008,55.60,2.50,74.30
709,1,2009,62.90,3.50,69.80
710,2,2009,99.30,4.20,70.70
711,3,2009,76.70,5.60,61.50
712,4,2009,69.10,10.70,63.60
713,5,2009,67.90,15.50,59.70
714,6,2009,29.50,21.20,50.50
715,7,2009,4.60,23.30,52.80
716,8,2009,0.50,22.50,46.90
717,9,2009,18.40,17.60,54.90
718,10,2009,10.50,16.40,53.70
719,11,2009,116.30,7.60,71.80
720,12,2009,81.60,6.10,72.40
721,1,2010,79.60,4.60,68.50
722,2,2010,52.70,7.30,61.10
723,3,2010,58.60,9.00,57.20
724,4,2010,63.50,11.30,61.80
725,5,2010,7.60,17.20,52.30
726,6,2010,59.30,19.70,58.20
727,7,2010,5.50,24.70,51.10
728,8,2010,1.90,26.40,43.80
729,9,2010,0.70,21.10,51.00
730,10,2010,71.30,12.80,66.00
731,11,2010,4.80,12.00,54.60
732,12,2010,125.30,7.10,64.70
